aFec,bFec,qFec,sC,segg,spg,scoregg,Rec12,Bsp12,Bsp13,Bsp14,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,ark,brk,sigRrk,scorrk,nllRrk,abh,bbh,sigRbh,scorbh,nllRbh,ahs,bhs,ghs,sigRhs,scorhs,nllRhs,neglnL,Rec1982,Rec2001,SSB1982,SSB2001,Bloss
0.92446,1.1948,1.3361,0.23879,0.5282,0.54319,0.38255,3354900,1582000,1413800,1247100,2354000,609440,347170,672680,1249100,476230,217920,194400,240780,3097900,0.0092094,0.050814,0.048681,0.068352,0.070411,0.089254,0.078932,0.094883,0.080791,0.077921,0.076208,4.4346,5.4853E-07,0.6932,0.64549,30.522,5514700,1324500,0.72428,0.66657,31.795,0.85497,1977000,1951.7,0.76813,0.69388,33.499,122.22,58234000,21388000,1825500,722740,722740
0.77122,2.0256,1.1002,0.22418,0.57573,0.59082,0.60452,2521300,1089000,943730,794270,1736500,450540,257000,496900,875230,323110,146600,131040,159330,1914600,0.011572,0.058814,0.064385,0.092808,0.088822,0.12344,0.11939,0.11772,0.10701,0.11363,0.11706,2.1428,2.3578E-07,0.66848,0.61505,29.47,3814400,1040100,0.66385,0.61658,29.268,0.69912,2721000,2614.5,0.69536,0.62732,30.613,123.07,106730000,17889000,2066500,718590,718590
0.79632,1.4824,1.4041,0.25142,0.58118,0.55777,0.59959,1514600,1999700,1604900,1311400,990820,277980,169010,333580,666600,279520,145440,153670,214620,4446500,0.015168,0.083789,0.084609,0.10463,0.11412,0.11785,0.11541,0.094301,0.070108,0.070348,0.063606,3.3908,4.3723E-07,0.86575,0.77731,36.969,4715500,1538200,0.88203,0.78216,37.509,1.011,1297400,2529.5,0.83974,0.76408,36.084,126.17,80544000,26074000,1665900,986180,986180
0.7043,2.1189,1.7897,0.22912,0.5992,0.52528,0.51952,2308700,745260,649690,542300,1579000,423290,242160,430090,739260,260480,110610,94036,104640,1120100,0.012568,0.065801,0.063297,0.10485,0.11745,0.13764,0.15285,0.16308,0.13837,0.17628,0.15951,2.6285,3.1829E-07,0.65754,0.60101,28.991,3852000,984900,0.65537,0.60576,28.895,0.91121,1693800,1809.7,0.68143,0.60407,30.026,119.48,66979000,15077000,1880100,561990,542300
0.90052,1.2339,1.6026,0.24157,0.63031,0.53475,0.51422,3703900,989990,923740,815330,2612500,634810,335250,652100,1177000,431700,174920,154380,177680,1485600,0.0093845,0.044641,0.052741,0.084575,0.072456,0.095925,0.090206,0.13938,0.093813,0.12413,0.15026,2.9859,3.3764E-07,0.64101,0.54958,28.253,3210100,427890,0.62743,0.54737,27.632,0.85852,2168500,2118,0.68581,0.58155,30.212,123.1,80649000,16431000,2043600,594530,594530
0.81084,1.4987,1.1619,0.23512,0.47327,0.54376,0.60695,1150100,1028400,787380,598580,720790,179710,110380,209980,391630,160270,76377,74946,105570,1974200,0.019603,0.10324,0.12611,0.16029,0.16326,0.18819,0.15457,0.16717,0.14327,0.11913,0.10763,1.8685,2.2306E-07,0.81866,0.74594,35.347,4223500,1666200,0.81635,0.74625,35.265,0.63813,2710700,2115.2,0.82235,0.74318,35.477,119.41,78531000,18199000,1742400,697340,598580
0.87718,1.1156,1.775,0.24709,0.49123,0.55749,0.51625,1202700,711680,558260,431180,759770,197270,118890,236980,417920,164490,76240,68764,80751,1191700,0.018749,0.11612,0.11351,0.13775,0.14857,0.19546,0.16171,0.18556,0.17321,0.1886,0.1434,2.1606,2.6071E-07,0.75369,0.70389,32.949,4578400,1732300,0.75391,0.70537,32.957,0.77018,2139000,1731,0.75407,0.69804,32.963,123.5,68842000,15244000,1409900,538090,431180
0.93381,1.2417,1.2429,0.24364,0.62547,0.5381,0.61818,6230800,2526000,2378400,2187000,4484500,1206900,712200,1321200,2315700,827800,372480,329180,417170,5112500,0.0052906,0.028648,0.027281,0.04317,0.042223,0.057826,0.059292,0.062277,0.048905,0.043902,0.050516,6.3946,6.151E-07,0.63892,0.55538,28.158,4055800,277810,0.6544,0.59104,28.852,1.6172,1032200,2242.8,0.63746,0.56742,28.091,126.01,64247000,28627000,1643600,788800,788800
0.90827,1.3479,1.3736,0.2407,0.4816,0.54323,0.41435,1795100,1058500,876890,706130,1198500,336810,193770,370560,716640,278840,131740,117500,151600,1845100,0.014037,0.074565,0.076252,0.11118,0.10837,0.12132,0.12121,0.12217,0.12279,0.10652,0.12812,2.7582,3.6358E-07,0.74384,0.69844,32.567,2677200,228910,0.72972,0.69596,32.011,0.78148,2184500,1815.2,0.76909,0.70546,33.535,122.06,61695000,18028000,1702100,622450,622450
0.81663,1.4736,1.5679,0.26553,0.59977,0.5986,0.70835,667680,772140,540040,376710,363650,108200,49263,95695,183780,73357,37393,36934,55314,1423900,0.027301,0.17505,0.154,0.29858,0.24998,0.27362,0.25388,0.2388,0.21002,0.18187,0.13036,1.348,1.3305E-07,0.82158,0.74995,35.45,7340600,5264400,0.8249,0.75096,35.567,0.54452,3214600,2513.4,0.80785,0.74002,34.961,131.08,105070000,16009000,1878800,748900,376710
0.82124,1.3226,1.3644,0.23929,0.52647,0.53353,0.39799,1918900,1682000,1403900,1175200,1290300,387990,246240,477610,867580,337500,169950,166970,218000,3484400,0.011988,0.072553,0.057822,0.090454,0.091151,0.11701,0.1012,0.091673,0.067155,0.080242,0.073613,3.0774,3.9546E-07,0.7668,0.72584,33.449,3138400,171480,0.74623,0.71145,32.66,0.7174,2276500,2263.8,0.82343,0.75112,35.515,121.36,72781000,23755000,1875900,803250,803250
0.86415,1.3572,1.4066,0.26837,0.40461,0.60093,0.17698,345180,947910,628080,416660,125360,36589,23084,46246,89050,37446,22430,28982,46117,1809300,0.035029,0.33226,0.2893,0.3201,0.33274,0.36081,0.33818,0.2805,0.19968,0.18885,0.11825,1.6708,2.1948E-07,1.0629,0.84578,42.917,4126200,1930900,1.0613,0.84634,42.873,0.58754,2459100,1790.7,1.0681,0.84348,43.061,128.18,54437000,17622000,1710600,781670,416660
0.95087,0.81122,1.5737,0.22879,0.6035,0.5537,0.66317,1503400,739850,605030,470200,982480,292560,161470,319560,548690,196940,84823,74277,88290,1181400,0.0156,0.085353,0.080217,0.13866,0.12349,0.17345,0.16816,0.18878,0.15674,0.17728,0.14692,2.002,2.2625E-07,0.67804,0.63399,29.881,4702700,1907200,0.68025,0.63918,29.976,0.69681,2684100,2229,0.68799,0.63298,30.304,122.28,90141000,15243000,2026300,628950,470200
0.8108,1.3691,1.7634,0.24036,0.69794,0.56842,0.74884,2054100,2110300,1728400,1432700,1390400,376340,223210,441040,899710,374870,176050,175410,243730,4573400,0.012402,0.05876,0.061776,0.098192,0.097307,0.092294,0.090998,0.1,0.06753,0.065674,0.060412,5.7326,6.6024E-07,0.78718,0.7212,34.21,3425600,284300,0.80735,0.73755,34.943,1.1954,1134800,2249.5,0.78551,0.72514,34.148,125.99,67607000,26926000,1446300,870560,870560
0.83739,1.5629,1.0752,0.23828,0.4673,0.57632,0.65945,749420,953230,689570,498080,424150,106780,61636,127330,243090,101450,47109,53386,75573,1841800,0.025138,0.14984,0.17249,0.22208,0.20623,0.22641,0.20777,0.23461,0.14485,0.15748,0.10981,1.5818,1.7882E-07,0.88317,0.7796,37.546,5281500,2897100,0.88344,0.77968,37.555,0.57958,3024900,2186.8,0.879,0.77604,37.409,122.34,87708000,17579000,1501200,693810,498080
0.8758,1.281,1.3265,0.22863,0.57297,0.54142,0.81346,1048700,587490,431730,306120,645750,169030,104230,200650,359810,136160,62838,55313,69172,798270,0.020275,0.11976,0.12068,0.15678,0.17295,0.20791,0.19408,0.20308,0.20123,0.18408,0.21247,2.1062,2.4731E-07,0.74646,0.68861,32.669,5284400,2232200,0.74783,0.69082,32.722,0.77017,2127200,1653.5,0.74382,0.67626,32.567,119.09,59502000,14525000,1811700,542750,306120
0.86512,1.2617,1.2871,0.2497,0.55487,0.52779,0.50193,4733000,1110600,1040600,943340,3374900,695330,408890,708710,1279500,480580,201080,169470,180810,1784800,0.0085946,0.038261,0.051218,0.063996,0.082318,0.085472,0.087304,0.11188,0.10575,0.13646,0.11881,2.9831,3.3797E-07,0.63794,0.53521,28.113,3179500,330660,0.62606,0.53345,27.568,0.85666,2205400,2153.2,0.681,0.56776,30.008,123.4,79165000,17165000,2055200,656390,656390
0.92751,1.072,1.1093,0.23157,0.46208,0.57566,0.58876,1136700,1408900,1116600,874670,710920,221780,145910,311250,580380,243890,120430,120140,162040,2799800,0.016309,0.10003,0.090257,0.11938,0.1091,0.15152,0.11109,0.12796,0.097307,0.096139,0.088273,3.5756,5.2617E-07,0.84474,0.77288,36.256,2883300,117590,0.83184,0.76493,35.81,1.2574,924680,1870.8,0.81468,0.75958,35.206,121.27,56432000,21458000,1659200,717570,717570
0.76248,1.6735,1.1167,0.23433,0.49261,0.56963,0.53836,2714600,1754800,1493100,1276500,1879700,441490,264950,524610,987520,398510,188290,187450,251570,3648800,0.011117,0.056235,0.066653,0.084287,0.080414,0.097797,0.082417,0.093761,0.066179,0.066084,0.071509,3.748,4.7314E-07,0.75654,0.6995,33.058,3335000,372490,0.73984,0.68621,32.411,1.433,917680,2147,0.72299,0.67216,31.743,121.98,75058000,23941000,1340500,694190,694190
0.90554,1.1886,1.4371,0.22775,0.58773,0.57571,0.61548,661480,883090,625380,432280,359060,101410,62303,133180,273210,112950,53047,55005,77060,1537900,0.025013,0.16449,0.16405,0.21106,0.19473,0.19855,0.19289,0.2244,0.16794,0.15801,0.13699,1.3519,1.2642E-07,0.83398,0.75118,35.884,8045800,5778600,0.83583,0.7515,35.949,0.53856,3329800,2424.6,0.82116,0.74252,35.435,121.32,85868000,16916000,2524600,831130,432280
0.75082,1.7387,1.0388,0.24201,0.55444,0.52664,0.68306,2990500,1289100,1163300,1021100,2084000,583650,349040,636260,1123500,424880,195280,168060,196230,2371300,0.0095915,0.055793,0.05088,0.065602,0.080031,0.10145,0.093789,0.10061,0.098807,0.099975,0.094117,3.2873,4.0614E-07,0.67531,0.63795,29.764,2708300,15032,0.65552,0.62626,28.902,0.83286,2116700,1973.6,0.71806,0.66091,31.544,123.17,63019000,18924000,1997500,702330,702330
0.78776,1.8153,1.6969,0.23466,0.55689,0.53386,0.45648,1731200,927380,762030,615820,1151200,272770,174540,343040,607610,235180,105170,102650,121930,1629400,0.014963,0.081344,0.096024,0.11398,0.11275,0.15267,0.12942,0.15934,0.10953,0.14998,0.12203,2.3221,2.8553E-07,0.7323,0.67919,32.114,3682900,1002000,0.72781,0.6795,31.935,0.76228,2223700,1908.7,0.7444,0.68016,32.589,119.75,71616000,17070000,1673300,598550,598550
0.86937,1.3126,1.6488,0.24024,0.5154,0.53995,0.59783,1266900,675500,527550,401690,807340,195910,132000,246870,466160,170380,76725,71648,80625,1027500,0.018049,0.10584,0.11606,0.12547,0.15931,0.15348,0.18748,0.1876,0.16012,0.19878,0.16802,2.1752,2.5953E-07,0.73041,0.67794,32.039,4729300,1814400,0.7312,0.68026,32.07,0.77861,2139300,1734.5,0.73092,0.67038,32.059,120.47,67677000,15086000,1566700,535020,401690
0.81035,1.4971,1.8707,0.24307,0.53258,0.57566,0.54827,777690,519090,357990,236800,445080,115310,65919,127100,218050,72425,32767,30591,40885,775090,0.025032,0.15396,0.16336,0.22174,0.21661,0.27436,0.32248,0.28582,0.25392,0.22877,0.18967,1.8936,1.9894E-07,0.80144,0.72511,34.73,7243400,3718800,0.80305,0.72532,34.788,0.77636,1825600,1551.8,0.79496,0.71452,34.495,123.36,50941000,13904000,1907300,585580,236800
0.82415,1.591,1.1572,0.255,0.40458,0.56608,0.3884,781680,1319100,985390,747860,448030,123890,76129,163280,321550,141210,71702,69206,97566,2768700,0.022826,0.14135,0.13852,0.1849,0.16485,0.19708,0.166,0.17117,0.16212,0.13464,0.079041,2.4263,3.6461E-07,0.95862,0.81279,39.924,4839400,1906300,0.96212,0.81025,40.029,0.97999,1110600,2024.5,0.93921,0.80715,39.33,123.87,65265000,20130000,1544000,829200,747860
0.79299,1.9796,2.0402,0.22256,0.57943,0.55022,0.62292,904410,558650,401840,272220,538890,159360,96285,180320,318090,118000,52031,49756,63167,740100,0.021283,0.1305,0.11937,0.17992,0.18487,0.22638,0.21513,0.24187,0.18047,0.19558,0.22008,2.0676,2.3993E-07,0.74698,0.70055,32.689,5468800,2392500,0.74867,0.70244,32.755,0.76873,2157600,1624.7,0.74167,0.68992,32.483,120.3,62842000,14414000,1571700,504870,272220
0.87257,1.3928,1.3095,0.24598,0.51584,0.54336,0.34494,1960700,1391500,1167100,976870,1321200,358690,207970,428110,794510,305150,150230,146510,193590,2784900,0.012974,0.07513,0.069942,0.11073,0.092915,0.11925,0.10212,0.10373,0.080544,0.090154,0.084986,3.1036,4.1497E-07,0.76159,0.71001,33.251,2925400,156050,0.74057,0.69766,32.44,0.7411,2258600,2013.6,0.80837,0.72575,34.98,122.74,60782000,21073000,2077300,730660,730660
0.76473,1.8702,1.501,0.25474,0.60479,0.53803,0.56148,1893700,812420,670250,530100,1271600,323280,187360,355540,597480,200930,81472,70179,87976,1383400,0.014443,0.068395,0.084052,0.11915,0.12248,0.16327,0.19944,0.20164,0.171,0.14776,0.12816,2.0409,2.3015E-07,0.68888,0.62924,30.341,4815200,1913700,0.6909,0.63404,30.426,0.70152,2592700,2204,0.69662,0.62087,30.665,125.77,79807000,15612000,2356400,718720,530100
0.81101,1.4311,1.3347,0.23782,0.58313,0.56861,0.68069,2524000,789990,687650,565680,1738500,403090,242300,453310,770700,273760,113910,100240,106810,1185900,0.012251,0.055078,0.078058,0.090225,0.1026,0.14541,0.14704,0.15637,0.13645,0.18115,0.15536,2.8272,3.5458E-07,0.67249,0.60276,29.643,3668900,818720,0.67132,0.60767,29.592,0.92164,1659300,1774.4,0.67895,0.59391,29.92,123.4,54197000,15287000,2425900,627800,565680
0.85762,1.412,1.3734,0.23586,0.54315,0.53711,0.57879,1360500,823270,657230,499120,876630,250120,154290,324670,600750,216930,96861,89099,107710,1248800,0.015714,0.089725,0.089011,0.12726,0.10777,0.13922,0.167,0.16968,0.13734,0.15328,0.16465,2.1611,2.5706E-07,0.72168,0.67276,31.69,4494100,1635100,0.72171,0.67511,31.691,0.7238,2439600,1947.4,0.72969,0.66656,32.01,119.92,66076000,16119000,2239000,651570,499120
0.84564,1.3517,1.0093,0.23359,0.62127,0.55781,0.8366,1791500,905490,744510,597830,1195900,307410,188580,355230,654910,240110,105930,101690,121330,1515000,0.014415,0.077857,0.081297,0.11514,0.11299,0.14477,0.14516,0.1618,0.10723,0.14871,0.13786,2.6545,3.4588E-07,0.73072,0.67821,32.051,3272900,647480,0.72452,0.6799,31.804,0.84327,1765100,1749.2,0.74891,0.68076,32.764,123.31,55604000,16938000,2021100,621010,597830
0.84708,1.2925,1.3518,0.23303,0.55362,0.57035,0.43969,1955300,1033700,856600,693320,1317200,345190,219310,406440,735260,278370,127030,119730,152410,1746000,0.013226,0.071583,0.075228,0.096141,0.1108,0.13334,0.12163,0.13335,0.10233,0.10294,0.14102,2.5638,3.2179E-07,0.71561,0.66747,31.445,3314500,633360,0.70921,0.66921,31.185,0.79462,1978500,2020.5,0.7306,0.66865,32.047,121.6,59612000,17940000,2665400,713410,693320
0.8225,1.6274,1.1597,0.24205,0.49959,0.54536,0.62893,1287500,1000300,781270,592800,822570,239800,145660,272890,513900,207840,100250,95808,126390,1733400,0.016986,0.093424,0.094834,0.13465,0.13744,0.15384,0.1413,0.14142,0.12273,0.11882,0.13777,2.2272,2.813E-07,0.77981,0.72829,33.937,3585600,978200,0.77509,0.72931,33.761,0.70861,2340300,1939.9,0.79116,0.72518,34.356,121.78,63203000,17936000,2048000,695520,592800
0.79453,1.706,1.0555,0.23922,0.52732,0.53687,0.53856,2647800,1320800,1166700,998790,1830200,525300,295350,605510,1093400,407630,180160,160490,202110,2406900,0.010162,0.056454,0.053097,0.078687,0.071741,0.09957,0.098736,0.1172,0.09149,0.084262,0.10166,2.5839,3.0018E-07,0.68677,0.63975,30.252,3032700,292200,0.67244,0.63433,29.641,0.73008,2609500,2336.3,0.7196,0.65871,31.606,121.54,81667000,19380000,2195300,754420,754420
0.75454,1.9619,1.4221,0.22935,0.63539,0.55524,0.41789,5037000,1134500,1115200,1030200,3600100,892400,488110,885660,1607000,554850,233620,188980,208190,1666000,0.0072775,0.037155,0.037141,0.062959,0.062464,0.076148,0.088869,0.10516,0.098046,0.11727,0.13961,3.6731,4.2226E-07,0.61501,0.51416,27.052,2926700,103990,0.60123,0.51041,26.395,1.8904,724880,1992.5,0.60193,0.51699,26.428,121.41,61883000,16979000,2594300,641010,641010
0.7644,1.539,1.7028,0.22263,0.52797,0.53508,0.38283,1645300,1028100,836070,664510,1087600,297590,184560,351890,631410,235220,109750,103890,128470,1834300,0.014594,0.077977,0.079768,0.11252,0.12129,0.14594,0.14473,0.13778,0.11177,0.128,0.11796,2.4225,3.0782E-07,0.74596,0.70005,32.65,3212100,648220,0.73773,0.69919,32.328,0.74741,2290200,1897.6,0.76277,0.70334,33.296,117.61,67193000,18060000,1737800,627090,627090
0.76745,1.8762,1.0598,0.24482,0.44762,0.55204,0.25269,734550,1693400,1298600,1017400,413140,130040,81190,194700,415500,176270,91061,100460,145590,3739600,0.021578,0.15844,0.12662,0.17106,0.12763,0.1457,0.14679,0.1536,0.096464,0.099203,0.066346,2.3602,3.3695E-07,0.97742,0.82065,40.487,5625000,2595600,0.98654,0.81845,40.756,0.85015,1395000,2446.5,0.95634,0.81464,39.855,122.54,71609000,23113000,2107000,1066000,1017400
0.89131,1.2169,1.5962,0.22234,0.61069,0.53414,0.56416,2438800,860880,738910,613890,1675400,390500,224590,425290,775130,286270,122410,108570,129480,1354400,0.012742,0.061472,0.07579,0.10362,0.10447,0.12418,0.12785,0.15031,0.1268,0.13643,0.15271,2.3456,2.7219E-07,0.67016,0.59795,29.542,3914100,1093700,0.66719,0.60267,29.413,0.75007,2516000,2151.3,0.69313,0.6061,30.519,117.51,81162000,16037000,2145000,638220,613890
0.79629,1.4109,1.5525,0.23581,0.5802,0.53632,0.4715,2803600,1593200,1390100,1199700,1945600,573030,334840,624970,1123900,407240,188130,171380,216160,3183300,0.0097228,0.054226,0.044553,0.072781,0.080203,0.10365,0.10668,0.099169,0.074067,0.07919,0.075249,3.0542,3.694E-07,0.71058,0.67492,31.241,2911400,49962,0.68497,0.65276,30.176,0.75776,2373800,2253,0.75986,0.70702,33.185,121.67,78989000,22145000,1693000,739070,739070
0.88421,1.443,1.5251,0.23854,0.54254,0.53751,0.59301,1250700,740290,613630,479950,795360,259590,165080,322950,578270,210950,94195,82759,100250,1163800,0.015737,0.10806,0.088173,0.11402,0.11544,0.15248,0.16112,0.18432,0.15595,0.14945,0.15708,2.1979,2.5963E-07,0.69975,0.67243,30.795,4457000,1605300,0.70047,0.67479,30.825,0.76819,2256700,1900.7,0.7048,0.66969,31.004,121.69,76557000,15227000,1629000,552670,479950
0.78523,1.6655,1.242,0.24713,0.45583,0.60291,0.56168,719910,1011100,737110,535880,402300,114570,76509,140770,271830,117810,59021,59264,88820,1939800,0.023912,0.15661,0.14968,0.18576,0.2175,0.20738,0.18036,0.19188,0.16401,0.12136,0.11063,1.6891,2.0303E-07,0.88095,0.78983,37.473,4349300,2008800,0.87928,0.78919,37.418,0.59649,2891000,2172.6,0.88321,0.78857,37.548,124.9,89621000,18352000,1349300,651020,535880
0.79803,1.556,1.1132,0.23641,0.50624,0.57631,0.5982,3010200,1706100,1485200,1291300,2098700,576910,333240,632990,1134300,429750,192780,173240,221670,3518000,0.0096228,0.051022,0.043985,0.075934,0.077991,0.10192,0.092104,0.10571,0.076311,0.07729,0.063134,4.9571,6.1709E-07,0.71543,0.67084,31.438,3277500,262830,0.70972,0.66709,31.206,1.4544,925060,1913.8,0.6948,0.65396,30.589,122.51,60959000,22918000,1345800,692690,692690
0.85995,1.3824,1.1549,0.23822,0.44413,0.53874,0.42704,825260,1168300,889670,670740,480290,148360,93384,206120,376810,152370,75675,78340,111030,2333600,0.020791,0.13771,0.12665,0.16264,0.14291,0.18256,0.17135,0.17053,0.12767,0.11446,0.095465,1.7628,2.1142E-07,0.87422,0.78135,37.251,4168400,1701400,0.87158,0.78131,37.163,0.60104,2770000,2188.6,0.87659,0.77911,37.33,119.23,75134000,19184000,1915200,800310,670740
0.72157,1.6816,1.2326,0.2423,0.53282,0.52438,0.498,4107100,1481800,1374600,1236300,2911200,767180,424610,791040,1450800,524600,236840,207890,254760,2714100,0.0080371,0.044488,0.042748,0.067285,0.060065,0.078729,0.086737,0.090885,0.076812,0.078714,0.09132,3.4085,3.9602E-07,0.65906,0.60069,29.058,2954500,12279,0.6346,0.57649,27.961,0.84098,2236200,2137.1,0.71201,0.64689,31.299,124.77,74425000,20398000,1820400,676820,676820
0.88669,1.1674,1.5052,0.24657,0.59041,0.55249,0.43995,1563500,864130,723070,582720,1027000,277900,192110,374420,672570,249350,105730,98658,106430,1438100,0.014279,0.087255,0.088182,0.093764,0.10915,0.13348,0.14382,0.18332,0.12497,0.17957,0.12873,2.1817,2.5537E-07,0.69964,0.65152,30.791,4619500,1684000,0.70135,0.65452,30.862,0.77438,2036300,2070.8,0.70193,0.64468,30.886,124.55,65247000,15962000,2697800,731910,582720
0.90599,1.1412,1.4125,0.24286,0.48149,0.54425,0.46663,1101800,918190,703540,519770,685080,183030,116920,228180,443100,180130,85790,81950,99232,1579200,0.01883,0.099534,0.1188,0.15102,0.15321,0.16329,0.14641,0.15677,0.14442,0.16651,0.12851,2.0689,2.543E-07,0.79426,0.73107,34.469,4184700,1508600,0.79215,0.73197,34.392,0.70524,2317600,1864.7,0.79815,0.72629,34.611,121.46,63793000,17254000,1882100,647490,519770
0.84468,1.4983,1.2699,0.25872,0.55722,0.57105,0.56632,3890800,2101500,1861100,1632800,2751000,632520,408800,748580,1508900,553500,250210,253290,319650,4325600,0.008304,0.039646,0.053167,0.055523,0.068856,0.059998,0.0833,0.081142,0.048866,0.05757,0.063255,6.9386,7.429E-07,0.67863,0.60455,29.907,3577000,247810,0.70115,0.63786,30.853,1.5151,961370,2004,0.68081,0.61732,29.999,127.88,57695000,26461000,1464200,725420,725420
0.83279,1.6547,1.1796,0.2387,0.5242,0.53436,0.70589,1489000,819640,668430,524510,971820,273370,158030,299370,566880,210270,90781,77386,94639,1393000,0.016045,0.0864,0.089225,0.13277,0.12561,0.14768,0.1612,0.18472,0.17193,0.16029,0.12908,2.2039,2.6306E-07,0.7273,0.682,31.915,4358000,1516800,0.72703,0.68379,31.904,0.75809,2238300,1884.9,0.73164,0.67735,32.088,121.26,71588000,15798000,1665800,607740,524510
0.83403,1.1011,1.2397,0.24049,0.49239,0.54879,0.67466,1097400,951340,739880,565730,681810,204090,132600,276590,465390,176260,85459,78684,103260,1712700,0.01744,0.11245,0.093598,0.13887,0.12104,0.19843,0.16443,0.16552,0.14373,0.13525,0.1179,2.7444,3.5731E-07,0.79341,0.74145,34.438,4177700,1544300,0.77529,0.73094,33.768,0.69002,2454400,2006.2,0.78206,0.72961,34.02,125.15,77398000,17612000,1607900,623560,565730
0.73559,1.7119,1.7695,0.23648,0.53466,0.54287,0.60787,959100,676900,494120,351140,579380,147780,94724,182210,329320,133100,61360,61379,78237,1028200,0.021323,0.1281,0.13686,0.15899,0.18808,0.21385,0.1712,0.20845,0.15564,0.16974,0.18127,1.9402,2.2561E-07,0.77214,0.71357,33.65,5133800,2306000,0.77297,0.71518,33.681,0.71503,2340800,1812.9,0.76951,0.70603,33.551,121.72,71139000,15481000,1621100,544460,351140
0.81279,1.6978,1.5387,0.24214,0.55191,0.52709,0.60156,1706500,687130,574960,459020,1132900,323910,175330,312410,614470,221160,92980,80256,95696,1025600,0.015338,0.083582,0.078645,0.12968,0.14272,0.12186,0.16228,0.19351,0.15711,0.16461,0.17454,2.4509,2.9865E-07,0.69008,0.63782,30.392,4231500,1314300,0.68991,0.64199,30.385,0.82015,2086200,1745.7,0.70121,0.63117,30.856,121.09,62640000,14652000,1903800,567440,459020
0.74171,1.9876,0.86766,0.23512,0.53539,0.5419,0.69142,2884000,1649000,1403200,1202900,2005100,466670,275800,519680,981300,387270,184350,171680,222060,3380900,0.011029,0.053577,0.060716,0.083025,0.089262,0.103,0.090499,0.089634,0.083088,0.077884,0.072993,3.2543,4.0652E-07,0.74524,0.68971,32.622,3178800,311460,0.72342,0.67197,31.76,0.75606,2254800,2214.9,0.80393,0.72388,34.82,123.18,76251000,22830000,1578600,749550,749550
0.74928,1.6613,1.28,0.24086,0.48987,0.55217,0.52133,1043200,1039900,784260,581700,641630,182360,103860,232510,435230,172200,80921,86294,120230,1855200,0.019169,0.11264,0.10946,0.172,0.12448,0.17451,0.16112,0.17525,0.10462,0.1194,0.13096,2.0156,2.5277E-07,0.83065,0.75099,35.768,3752900,1215500,0.82662,0.75198,35.627,0.66157,2456800,2015.9,0.83932,0.74753,36.069,122.8,64312000,18530000,2157600,734580,581700
0.73015,1.9189,1.0562,0.23959,0.49184,0.54727,0.33398,1768000,1695500,1418400,1193500,1178500,321420,208330,439980,874070,339370,164750,160190,200810,3609300,0.012864,0.077965,0.072947,0.092691,0.084531,0.097336,0.10199,0.10639,0.081931,0.095759,0.060551,2.2544,2.696E-07,0.78691,0.72613,34.199,2674800,30448,0.77045,0.71974,33.587,0.61537,3025500,2616.4,0.81348,0.73606,35.163,122.44,85884000,22828000,2247100,970270,970270
0.84707,1.4645,1.9129,0.23599,0.57859,0.52919,0.57136,1626500,616890,506250,391430,1073700,267350,171570,309400,529740,196130,82557,72248,78124,858370,0.015724,0.081395,0.10037,0.10633,0.145,0.17136,0.16806,0.19434,0.17434,0.20501,0.18939,2.3981,2.8921E-07,0.6844,0.63088,30.152,4502500,1519800,0.68549,0.63545,30.198,0.8336,2021900,1699,0.69118,0.62198,30.438,119.87,64080000,14194000,1749600,533860,391430
0.9189,1.2614,2.2791,0.23795,0.68037,0.53823,0.79095,993090,398290,282870,181770,604550,153760,88153,153790,248690,94416,38751,36218,41797,446530,0.022542,0.11689,0.15099,0.19137,0.22063,0.28445,0.23653,0.28376,0.23256,0.27017,0.27524,2.1038,2.4142E-07,0.70494,0.64326,31.01,5808900,2585300,0.70842,0.64705,31.152,0.78288,2173700,1634.2,0.70272,0.62489,30.918,124.84,59687000,12810000,1999300,520250,181770
0.86229,1.4052,1.5045,0.23212,0.56614,0.52867,0.48137,2277200,928860,805630,675490,1555700,408680,244010,447070,818400,307150,135990,111560,132620,1534800,0.012294,0.064869,0.066583,0.097881,0.102,0.12235,0.11554,0.13658,0.14718,0.13311,0.12969,2.4532,2.9006E-07,0.67367,0.62184,29.694,3753800,938540,0.66981,0.62441,29.527,0.77515,2350600,2046.8,0.69369,0.62754,30.543,118.79,75281000,16443000,2014700,636540,636540
0.80695,1.6581,1.3782,0.23317,0.54215,0.53681,0.47171,3459500,1164700,1068600,943530,2431500,624780,363330,682510,1231100,445590,196040,162470,187580,1930700,0.0090738,0.048036,0.046901,0.066013,0.074654,0.096598,0.098136,0.1075,0.10784,0.10513,0.11781,3.0037,3.5339E-07,0.65525,0.59595,28.89,2899300,207340,0.63852,0.58527,28.14,0.86075,2124600,2036.3,0.69382,0.62627,30.549,119.11,78007000,17972000,1646000,593340,593340
0.75673,1.7377,1.5094,0.23882,0.65544,0.54703,0.59392,1367400,1769100,1466200,1201600,881730,312510,202400,421960,859070,341850,170810,161400,210190,3711300,0.013311,0.085432,0.06743,0.091637,0.09092,0.09577,0.097718,0.10106,0.087471,0.082203,0.06595,2.7336,3.485E-07,0.80924,0.75472,35.011,3129400,164830,0.79269,0.74459,34.412,0.63175,2801300,2460.5,0.85104,0.76768,36.472,123.37,72681000,23421000,2334600,977930,977930
