aFec,bFec,qFec,sC,segg,spg,scoregg,Rec12,Bsp12,Bsp13,Bsp14,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,ark,brk,sigRrk,scorrk,nllRrk,abh,bbh,sigRbh,scorbh,nllRbh,ahs,bhs,ghs,sigRhs,scorhs,nllRhs,neglnL,Rec1982,Rec2001,SSB1982,SSB2001,Bloss
0.84036,1.2498,1.971,0.32222,0.72978,0.60749,0.85034,307610,212180,94200,34787,97723,25177,14482,23738,34483,15156,6634.6,8076,8176.1,146880,0.038522,0.38441,0.36621,0.41791,0.49372,0.57982,0.44919,0.53899,0.39338,0.54648,0.40373,1.7871,1.5796E-07,0.77782,0.71818,33.863,5528300,2313400,0.79342,0.73166,34.439,0.78775,1941900,1371.7,0.75594,0.70177,33.035,146.05,58599000,11738000,1274100,421710,34787
0.86744,1.3323,1.5267,0.2462,0.60056,0.55644,0.62773,2886800,717520,695530,620500,2007200,624750,338220,580570,1045700,363480,152190,119810,127840,919280,0.010074,0.061307,0.046862,0.08298,0.10064,0.10002,0.11626,0.15452,0.13969,0.16716,0.19776,3.3664,4.1783E-07,0.61825,0.55192,27.204,3315800,508290,0.61256,0.55759,26.936,1.1104,1346900,1627.3,0.63735,0.55246,28.086,124.44,56207000,14067000,2006300,509850,509850
0.93176,1.1772,1.3788,0.23212,0.58593,0.54563,0.45586,4524400,1692300,1565500,1399300,3220400,808590,462100,913540,1632900,585860,257570,221970,277650,3132500,0.0072625,0.034802,0.03986,0.061996,0.051825,0.077145,0.079231,0.083944,0.077955,0.067523,0.080535,3.4637,3.911E-07,0.66462,0.59933,29.302,3122600,118410,0.63843,0.56868,28.135,1.709,835220,2259.5,0.63519,0.56531,27.988,121.9,82125000,22186000,1640800,674150,674150
0.79273,1.8053,1.3615,0.23708,0.513,0.53148,0.39338,2793300,1211200,1056800,895270,1937900,517910,286390,539350,935150,332130,143690,128360,161040,2271600,0.0108,0.050275,0.057057,0.096243,0.086286,0.12238,0.12767,0.12785,0.10135,0.10422,0.092089,2.8331,3.4996E-07,0.70008,0.65243,30.809,2761400,171760,0.68437,0.64497,30.151,0.80461,2150600,2004.1,0.73048,0.6686,32.042,119.78,71400000,18878000,1710800,658610,658610
0.75977,1.7644,1.5499,0.24517,0.55659,0.54412,0.41242,2255400,1502700,1272000,1073900,1539500,401160,258370,519190,921450,343680,164850,155920,208150,2986800,0.011364,0.064936,0.062389,0.089364,0.082636,0.11352,0.10666,0.1017,0.082249,0.074447,0.082988,3.6699,4.8815E-07,0.74458,0.6984,32.596,3099400,159460,0.7264,0.68432,31.879,0.7909,2035300,1958,0.80843,0.7296,34.982,122.91,60686000,22115000,1769000,700560,700560
0.76288,1.646,0.92596,0.24045,0.47284,0.5344,0.61481,1387700,1577000,1278100,1046000,896810,235790,160110,334830,641560,256370,125170,122820,162230,3409000,0.015434,0.090071,0.09525,0.10972,0.1065,0.13049,0.1175,0.12378,0.1026,0.096978,0.061665,2.4871,3.3023E-07,0.84423,0.76217,36.239,2560400,2938.1,0.82284,0.75257,35.495,0.63069,2718200,2299.6,0.87617,0.77125,37.315,122.61,73579000,22234000,1911000,886810,886810
0.84746,1.3433,1.3463,0.2417,0.5394,0.53055,0.70773,788060,670640,495100,348940,452750,135540,81138,176230,324420,115780,52408,50148,63564,1086400,0.022262,0.15071,0.13877,0.19443,0.15069,0.20034,0.23826,0.2421,0.19089,0.19923,0.15581,1.674,1.7505E-07,0.7665,0.71396,33.438,6691300,3798800,0.76931,0.7153,33.544,0.64765,2682600,2025.8,0.75597,0.7031,33.036,121.03,77235000,14980000,1958300,651250,348940
0.83947,1.268,1.6238,0.24433,0.56728,0.53207,0.4474,1860400,1429500,1206500,1015800,1246900,349000,223280,458860,859010,336280,155840,138030,177560,2881500,0.012477,0.076847,0.065939,0.087502,0.08755,0.11556,0.097337,0.12486,0.10929,0.089323,0.074235,2.7962,3.6083E-07,0.76489,0.7164,33.376,2619300,27209,0.74229,0.70312,32.507,0.72057,2424200,2110.7,0.80124,0.73262,34.723,122.64,71012000,20627000,1740500,747250,747250
0.76064,1.9305,1.1998,0.24515,0.54393,0.53833,0.38259,3201900,1396800,1246500,1084500,2240600,537910,313090,635880,1157100,457090,202100,189050,217260,2578600,0.0097223,0.048163,0.059564,0.076164,0.066589,0.089965,0.07865,0.10483,0.077756,0.11126,0.090031,3.2108,3.8952E-07,0.6872,0.6295,30.27,2816300,12091,0.668,0.61799,29.449,0.82525,2008600,2132.2,0.72871,0.65466,31.971,123.35,63800000,19718000,2386000,785120,785120
0.7215,1.7904,1.7165,0.22806,0.45955,0.59059,0.51316,804170,773800,560850,394580,464670,128020,76972,161770,297330,117780,59330,57499,79379,1294200,0.022919,0.14325,0.14617,0.19807,0.17154,0.2156,0.20001,0.18736,0.17519,0.15523,0.1505,2.0266,2.5289E-07,0.83962,0.7632,36.08,4363600,1725800,0.83818,0.76341,36.03,0.72319,2179000,1666.6,0.83944,0.75935,36.074,120.81,64613000,16391000,1296100,536780,394580
0.79617,1.61,1.3075,0.24487,0.5498,0.52457,0.71116,1306200,745610,590320,457460,836450,210350,141180,268440,505130,197110,85943,79570,96686,1174100,0.01731,0.10536,0.10933,0.11656,0.15098,0.14427,0.14906,0.19519,0.15034,0.15375,0.16202,2.065,2.4096E-07,0.72427,0.67379,31.794,4735900,1886600,0.72512,0.67649,31.828,0.73422,2329400,1943.8,0.72712,0.66691,31.908,121.63,74441000,15486000,1843200,594700,457460
0.76871,1.7315,1.3402,0.23922,0.57872,0.54756,0.43983,3569800,1356400,1225700,1079000,2513200,577180,345790,665710,1222400,444380,191180,181030,213560,2497800,0.0092634,0.046255,0.05797,0.074861,0.068085,0.085858,0.095969,0.11486,0.073051,0.10266,0.090677,2.6398,2.9776E-07,0.67031,0.60005,29.549,3050400,263550,0.65464,0.59124,28.863,0.75568,2537100,2412.5,0.70842,0.62764,31.152,122.24,89235000,19680000,2065700,732910,732910
0.79777,1.717,1.9117,0.2295,0.67546,0.52882,0.78973,1051600,435090,312880,210660,647900,155130,89121,176680,298760,103350,41735,39764,45473,510820,0.021595,0.11762,0.1427,0.18472,0.17306,0.25292,0.25769,0.2898,0.21015,0.26794,0.25637,1.9334,2.1739E-07,0.69329,0.62515,30.526,5585400,2649800,0.69753,0.63113,30.703,0.72594,2414200,1936.3,0.69238,0.61036,30.488,119.77,78288000,13150000,1970900,551570,210660
0.83096,1.4972,1.1447,0.23548,0.48395,0.52965,0.44438,2362000,1352000,1160900,980890,1618500,431310,258830,513550,906890,346200,151810,139530,179250,2643900,0.011411,0.060807,0.064514,0.08787,0.078402,0.12588,0.10481,0.13196,0.095559,0.090155,0.084057,2.6113,3.1813E-07,0.72687,0.68116,31.898,2738800,136020,0.71063,0.67369,31.243,0.73683,2388300,2207.9,0.75622,0.69497,33.046,118.75,77028000,19894000,1870100,748900,748900
0.72843,2.0059,1.5495,0.24009,0.5978,0.5326,0.4408,2770000,1181400,1060200,917680,1920700,516070,312920,584880,1070100,400370,183140,168800,195010,2055400,0.010223,0.057519,0.057967,0.075672,0.081646,0.10441,0.08827,0.1065,0.083265,0.1133,0.11259,2.8299,3.393E-07,0.6713,0.62264,29.592,2873700,227680,0.65357,0.61509,28.815,0.8,2313000,2078.9,0.70869,0.64728,31.164,122.23,74702000,18537000,1949900,628730,628730
0.85901,1.1049,1.4616,0.24251,0.42537,0.56524,0.42042,540500,941480,674820,476790,269580,86522,53127,116130,247320,95370,45720,51230,74163,1783000,0.02669,0.20606,0.16888,0.23555,0.19678,0.20647,0.2262,0.24638,0.15472,0.15673,0.11192,1.6926,2.0116E-07,0.92549,0.80304,38.904,4814600,2370900,0.92437,0.803,38.869,0.62105,2529100,1899.9,0.92344,0.80086,38.839,122.49,69720000,17695000,1510600,659150,476790
0.86929,1.5942,1.7312,0.25237,0.56758,0.55977,0.58234,1904400,692450,600510,479780,1279500,376650,220920,399720,746710,263870,108320,97669,112760,897010,0.013249,0.071588,0.072726,0.10246,0.11326,0.13439,0.1409,0.18314,0.12749,0.15266,0.21473,2.6963,3.312E-07,0.66424,0.61602,29.285,3639800,871200,0.65984,0.61869,29.092,0.87912,2009300,1716.9,0.68413,0.62487,30.14,127.6,70087000,14806000,1490500,471510,471510
0.82556,1.5073,2.0834,0.25245,0.70112,0.53467,0.81975,528720,257370,147040,78118,260860,75996,42172,78503,120080,43531,18036,15298,19166,206400,0.029751,0.23355,0.1833,0.28626,0.28808,0.39629,0.34515,0.41746,0.36972,0.35971,0.37762,1.9086,2.0009E-07,0.72063,0.66412,31.648,7377500,3820000,0.72431,0.66643,31.796,0.76928,2150300,1554.5,0.70748,0.64288,31.114,126.11,60323000,11862000,1803300,484140,78118
0.78077,1.7609,1.0984,0.24107,0.52469,0.55727,0.57963,1277400,2434700,1918200,1565700,815130,194330,135280,281510,552450,238660,129620,149160,223660,5722600,0.017051,0.093649,0.11326,0.11577,0.12117,0.13783,0.11481,0.093178,0.063772,0.057969,0.049115,8.6425,8.1108E-07,0.86775,0.75574,37.036,3583000,301620,0.94986,0.80333,39.657,0.97759,1360900,2521.3,0.91654,0.79266,38.622,122.99,65988000,30386000,1757900,1132100,1132100
0.71147,1.9712,1.3176,0.23025,0.58541,0.53341,0.40632,4520700,1564400,1469300,1337400,3217700,851460,495940,878910,1586500,587820,262810,226360,261260,2862000,0.0073381,0.040202,0.037196,0.055795,0.06703,0.072955,0.070626,0.085798,0.074483,0.087442,0.082148,3.2363,3.5852E-07,0.64216,0.58032,28.305,4154000,799190,0.63405,0.57215,27.936,1.6339,881530,2339.5,0.6176,0.55784,27.174,120.46,81587000,20693000,2080600,736060,736060
0.85528,1.2829,1.0423,0.28769,0.55081,0.52096,0.52438,5902500,2627500,2412200,2211800,4241300,995130,621820,1140700,2014600,769830,368810,324480,407480,5595400,0.0059727,0.035387,0.032775,0.043833,0.049183,0.05751,0.055184,0.055203,0.057936,0.046056,0.04242,5.9633,5.5973E-07,0.65296,0.57361,28.788,4089600,305630,0.66993,0.60498,29.532,1.3153,1299300,2534.5,0.65439,0.58564,28.852,132.49,70715000,29306000,1954200,989750,989750
0.8153,1.6765,0.88608,0.24363,0.48414,0.54773,0.65174,1286300,1577200,1262600,1002900,821670,218750,154820,319130,647790,275940,129220,140550,184670,3227800,0.015836,0.088199,0.10728,0.10469,0.10838,0.11943,0.10162,0.13196,0.07838,0.090923,0.079902,2.6741,3.6296E-07,0.84931,0.76735,36.413,2891000,145630,0.82925,0.7565,35.72,0.64243,2661600,2239.1,0.89111,0.78035,37.806,123.79,73237000,22591000,1772500,817260,817260
0.83306,1.8295,1.3056,0.22741,0.56722,0.54788,0.55508,3416200,991500,918470,807030,2399400,635380,348450,658030,1138200,392950,161100,133690,153950,1565000,0.009345,0.046905,0.046866,0.078901,0.078882,0.10256,0.12226,0.13947,0.11316,0.12406,0.13002,2.7987,3.2115E-07,0.6405,0.5723,28.23,3294400,508810,0.63076,0.56909,27.785,0.87096,2085600,2090.4,0.67572,0.59774,29.782,121.83,85521000,16529000,1644900,568960,568960
0.91253,1.0587,1.9213,0.23805,0.63374,0.52649,0.77716,739900,400450,274860,177490,417110,107760,68055,126490,217590,80524,31094,30566,34578,497360,0.025165,0.1675,0.17407,0.20005,0.22504,0.27855,0.26204,0.35812,0.23804,0.30552,0.24058,1.8434,1.9608E-07,0.72612,0.66839,31.868,6892700,3633900,0.72975,0.67076,32.013,0.719,2387300,1743.8,0.71613,0.65044,31.466,122.12,65135000,12880000,2031400,554440,177490
0.84173,1.64,1.3376,0.23615,0.55467,0.53145,0.70734,883680,630440,465660,329240,523540,159330,90545,167820,300680,108240,48480,44738,56614,1024600,0.022018,0.13658,0.12376,0.18384,0.19289,0.23537,0.23698,0.24502,0.20401,0.20568,0.15837,1.7678,1.8857E-07,0.75664,0.70486,33.062,6502800,3477100,0.75915,0.70626,33.158,0.67301,2560800,1920,0.74799,0.69197,32.729,120.84,68718000,14645000,2119700,646200,329240
0.80995,1.839,0.83896,0.23361,0.47206,0.54957,0.66026,973380,1440700,1104000,846240,589960,158900,108090,225430,407720,174620,86514,92424,131140,3012200,0.01952,0.11172,0.13027,0.13944,0.13733,0.19095,0.14573,0.15137,0.11015,0.1001,0.081146,2.0766,2.7799E-07,0.90505,0.79366,38.256,2459100,117640,0.89218,0.79247,37.841,0.58596,2863400,2297.5,0.92366,0.79522,38.846,122.75,71594000,21411000,2059200,921470,846240
0.93764,0.98537,1.4475,0.2372,0.4951,0.53371,0.41509,1843500,1051600,872700,711250,1234400,334120,194420,362810,698250,255280,119610,113640,140980,1910100,0.014114,0.075331,0.075274,0.11039,0.12941,0.11875,0.13652,0.12895,0.10261,0.1211,0.11367,2.5084,3.1861E-07,0.73669,0.68721,32.287,3025400,491430,0.72566,0.68539,31.85,0.76377,2234000,1914.9,0.75792,0.69341,33.111,120.44,68631000,18163000,1729000,613280,613280
0.8695,1.4128,1.1684,0.24533,0.51054,0.56244,0.71483,1064000,949830,749170,585270,657070,190720,132100,251150,509300,194020,95916,90167,112920,1719800,0.018039,0.1263,0.10489,0.11891,0.14858,0.13938,0.15182,0.15129,0.13781,0.13349,0.11957,2.4164,3.2591E-07,0.80635,0.74455,34.907,3128000,669940,0.79955,0.74513,34.662,0.75499,2065700,1710,0.82018,0.74344,35.401,123.98,55658000,17464000,1756600,618490,585270
0.7577,1.8019,1.549,0.22542,0.5759,0.53833,0.44904,1951000,1183800,999490,824580,1314000,358570,220570,433930,805740,299580,139080,124230,157210,2203700,0.012774,0.068769,0.071306,0.09805,0.099485,0.11851,0.11826,0.1208,0.1158,0.10384,0.098767,2.3349,2.809E-07,0.72345,0.67855,31.761,3257100,619420,0.71387,0.67579,31.374,0.72029,2469800,2186.8,0.74396,0.68668,32.572,117.86,80525000,18925000,1870800,684170,684170
0.85574,1.3412,1.2201,0.23183,0.51569,0.54002,0.45268,3318200,1781000,1588000,1383900,2326800,592290,360610,727330,1339700,507370,236480,218780,265090,3541700,0.0087728,0.042709,0.053263,0.066237,0.061973,0.081883,0.077435,0.077664,0.072418,0.080335,0.066504,4.451,5.3726E-07,0.69576,0.64465,30.63,3276500,235760,0.68084,0.63101,30.001,1.4908,938880,2055.2,0.6695,0.62088,29.514,118.93,63144000,23305000,1725500,736020,736020
0.7497,1.9307,1.4118,0.2316,0.51696,0.55596,0.46157,3466200,1261100,1139400,1000100,2436500,622180,343030,630580,1169500,425250,188350,167250,194880,2261900,0.0095187,0.046862,0.049149,0.079245,0.07749,0.094768,0.10072,0.10545,0.08617,0.11262,0.097865,3.6578,4.6514E-07,0.67942,0.6257,29.94,2746200,34549,0.65565,0.60454,28.908,0.91345,1831500,1785.2,0.72767,0.66056,31.93,119.83,61820000,19067000,1491000,587900,587900
0.83464,1.307,1.3491,0.24132,0.52102,0.54533,0.41719,1180100,1760700,1416700,1136500,743000,251080,173200,361640,710950,275720,139520,136210,183130,3735900,0.014757,0.092914,0.074764,0.1054,0.10384,0.11534,0.12515,0.11131,0.090914,0.085215,0.065256,2.9274,3.9583E-07,0.84983,0.77541,36.43,3068100,143170,0.83508,0.76587,35.923,1.0712,1171000,2327,0.82086,0.76161,35.425,122.01,72589000,24179000,1852300,898890,898890
0.73524,1.9589,1.4091,0.24943,0.57482,0.53098,0.45015,4051900,1328700,1271900,1155500,2870300,788690,464090,901520,1590900,550890,249240,208930,241940,2183200,0.0073607,0.044041,0.037685,0.065488,0.053429,0.072607,0.090967,0.088387,0.085546,0.096425,0.10998,3.617,4.2597E-07,0.63376,0.56913,27.923,3876100,637980,0.62336,0.55799,27.443,0.91861,2008300,1936.7,0.68682,0.61998,30.254,124.07,67794000,19044000,1790300,590130,590130
0.85188,1.4982,1.1634,0.24376,0.55618,0.54361,0.57463,3080200,2399000,2091000,1822700,2150500,600310,346070,701130,1369600,553690,270680,249680,334100,5255200,0.0089843,0.046704,0.047994,0.06831,0.061835,0.073775,0.06126,0.06619,0.066231,0.052414,0.046811,6.8354,6.867E-07,0.70485,0.64954,31.006,3764800,306070,0.73938,0.69006,32.393,1.2864,1171700,2307.2,0.71694,0.67206,31.499,123.3,65452000,28252000,1585700,894490,894490
0.929,0.92894,1.4672,0.23677,0.44612,0.5748,0.26094,1020300,1185900,908900,698020,624680,165400,104310,225950,444170,170020,85598,88367,124240,2331900,0.019466,0.12084,0.12319,0.15288,0.12454,0.1681,0.17289,0.15244,0.11763,0.10897,0.1014,2.8081,4.2233E-07,0.88286,0.78207,37.536,2592200,140180,0.8663,0.77614,36.987,0.70267,2135000,1817.6,0.91723,0.78768,38.644,121.78,55823000,19708000,1685400,713090,698020
0.8028,1.715,1.4965,0.24026,0.46859,0.57654,0.34832,1123500,1312200,1018200,802830,701150,177760,109490,230760,460080,181610,89357,89765,129710,2730700,0.018958,0.10987,0.11423,0.15642,0.14218,0.14624,0.15658,0.149,0.12116,0.099148,0.080762,2.998,4.5328E-07,0.88738,0.78254,37.684,4315500,1463900,0.8894,0.7802,37.75,1.2007,920080,1859.4,0.85859,0.77057,36.728,121.67,61585000,20718000,1392200,693440,693440
0.78944,1.8466,1.8395,0.23435,0.59299,0.54906,0.67734,1067200,500910,389770,281600,659460,202680,121920,227290,385380,129600,55109,46924,54663,673680,0.019003,0.11976,0.10367,0.15212,0.16938,0.21686,0.22853,0.2482,0.21864,0.22763,0.20489,2.2364,2.6395E-07,0.69956,0.65486,30.787,5303700,2138700,0.7023,0.65827,30.901,0.81021,2085000,1602.3,0.69926,0.64098,30.775,121.51,58789000,13494000,1846300,512200,281600
0.87408,1.1313,1.5374,0.22886,0.50723,0.5438,0.35761,957440,1267700,972150,748220,578160,156950,110320,231710,443400,188350,93123,95051,128000,2519900,0.019281,0.12227,0.12144,0.13666,0.13496,0.16504,0.13539,0.15316,0.11647,0.11536,0.092661,2.097,2.7841E-07,0.87508,0.78065,37.279,2754600,417200,0.86465,0.77928,36.932,0.6332,2556500,2108.2,0.89023,0.78209,37.777,118.49,70289000,20198000,1803900,780260,748220
0.78533,1.6632,0.96155,0.25942,0.73645,0.56416,0.83456,2983400,4393500,3704200,3222200,2078800,579920,382640,835660,1552800,632990,322210,327560,461580,10778000,0.0080576,0.045245,0.040765,0.059794,0.046187,0.07246,0.059529,0.054057,0.036451,0.03518,0.022788,13.109,6.8627E-07,0.68578,0.59014,30.21,5377600,549800,0.8702,0.76462,37.117,0.97933,1999000,3504.9,0.82803,0.7447,35.677,131.95,64032000,44323000,2570500,1946200,1946200
0.67254,2.0887,1.2694,0.22868,0.49049,0.55129,0.46475,1219800,1159500,904360,693040,772470,213030,128020,271240,513960,212050,98813,99320,133340,2172200,0.017455,0.095283,0.10434,0.13889,0.11973,0.15659,0.13293,0.15427,0.11195,0.11326,0.11023,1.926,2.3083E-07,0.8069,0.74119,34.927,3789200,1242000,0.80238,0.7408,34.764,0.63269,2775300,2263.8,0.81574,0.74116,35.243,121.03,82869000,19112000,1859000,747950,693040
0.8092,1.422,1.7724,0.24473,0.53481,0.53427,0.50077,1613600,749860,607390,471120,1064100,276660,159750,311400,581890,226650,91554,79261,92539,1133000,0.015678,0.078786,0.087919,0.12954,0.1192,0.15536,0.13865,0.20407,0.16277,0.18018,0.15994,2.3242,2.8068E-07,0.71276,0.65916,31.33,4256500,1389200,0.71225,0.66202,31.309,0.79342,2131700,1801.7,0.71943,0.65367,31.6,122.01,67841000,15260000,1698200,573790,471120
0.8443,1.2668,1.1222,0.23212,0.46722,0.54639,0.66,705120,1026500,752230,541620,391360,118440,75969,161580,323010,123480,62603,64764,91159,1923300,0.023002,0.15344,0.14072,0.19598,0.16904,0.18638,0.2039,0.18621,0.14808,0.13919,0.11191,1.717,2.0154E-07,0.88198,0.78321,37.507,4747300,2243100,0.88069,0.78343,37.465,0.61928,2569300,2028.9,0.88105,0.78001,37.477,119.46,70063000,18425000,1851100,727520,541620
0.82543,1.6507,1.104,0.23801,0.4758,0.54139,0.62351,1125900,1120000,873320,673370,702890,179780,120980,253580,486410,185170,89371,96866,130570,2141000,0.018266,0.10955,0.12615,0.13077,0.12903,0.14901,0.16317,0.15586,0.10016,0.10838,0.1086,2.1368,2.7711E-07,0.83212,0.75435,35.82,3064600,665570,0.82321,0.7529,35.508,0.66544,2550200,2000.5,0.84559,0.75605,36.285,120.54,71520000,19168000,1651700,669960,669960
0.79892,1.5954,1.6237,0.22879,0.6011,0.52811,0.5036,2230200,917830,798530,665500,1520800,421990,248630,468030,804290,297000,127270,114940,134910,1507400,0.012071,0.06494,0.065267,0.097517,0.10272,0.12712,0.12286,0.15133,0.11011,0.13593,0.13515,2.4422,2.8794E-07,0.66737,0.619,29.422,3756700,948280,0.66324,0.62144,29.241,0.77018,2397200,2068.2,0.68971,0.62738,30.376,118.16,76325000,16448000,2076100,629420,629420
0.9598,0.82665,1.3005,0.25502,0.49033,0.56848,0.29883,1696600,1485300,1213300,994690,1125600,280120,203920,390310,737280,289460,132520,141400,175500,3016300,0.013725,0.077731,0.085818,0.087078,0.10671,0.12392,0.11382,0.13493,0.069408,0.10322,0.079583,3.6445,5.0093E-07,0.7975,0.73733,34.587,3061200,138700,0.78614,0.72823,34.171,1.2156,1029200,2014,0.77145,0.72287,33.624,127.8,55501000,21919000,2121900,815760,815760
0.80125,1.4974,1.2737,0.24855,0.51434,0.53254,0.46801,1359200,1129000,938790,764580,875720,264870,171740,374420,725250,279680,135870,130420,155690,2073000,0.014579,0.10254,0.083849,0.099928,0.093486,0.11357,0.11649,0.12878,0.099795,0.12481,0.10696,2.2695,2.8013E-07,0.75548,0.7084,33.018,3445700,809260,0.74904,0.7081,32.769,0.69256,2577000,2086.5,0.77156,0.71016,33.628,122.8,68469000,18431000,2209500,723120,723120
0.82853,1.3364,1.6841,0.24854,0.50194,0.5512,0.67636,751270,555770,386560,259970,425520,103920,64190,130990,239660,88155,41014,41272,55211,819730,0.025057,0.16458,0.18346,0.21238,0.2009,0.23157,0.26218,0.2542,0.20487,0.19783,0.19816,1.8751,2.008E-07,0.80551,0.73097,34.877,6753300,3440400,0.80697,0.73156,34.93,0.74749,2042800,1585.5,0.79555,0.7208,34.516,123.28,57951000,14400000,1612800,545600,259970
0.91738,1.0626,1.0217,0.23534,0.49679,0.5265,0.66589,1910500,1188800,1000000,826880,1284100,359420,214250,429380,779460,303220,139350,121980,147530,2237800,0.012946,0.070999,0.067869,0.09504,0.09865,0.12586,0.11429,0.12601,0.12117,0.1198,0.09391,2.5494,3.2021E-07,0.73891,0.69427,32.374,2938800,361150,0.72785,0.6913,31.937,0.7406,2356300,2024.8,0.76099,0.70153,33.228,120.5,69405000,18635000,1827300,708220,708220
0.89908,0.94409,1.5084,0.24344,0.61405,0.55229,0.64722,1269200,693080,564340,442930,809060,244360,147070,274060,527660,191360,85344,78617,91682,1088900,0.017013,0.11476,0.093313,0.12452,0.14713,0.1454,0.16522,0.19482,0.14355,0.17435,0.16599,2.0033,2.2871E-07,0.6916,0.64421,30.455,5082300,2186300,0.69471,0.64853,30.586,0.76174,2049500,2121.5,0.6937,0.63387,30.543,125.93,71646000,14850000,2750800,684130,442930
0.83656,1.5189,1.215,0.23671,0.52451,0.54715,0.51323,1134800,964210,750150,580280,709510,222920,122880,235530,447570,172520,81020,79113,105190,1802200,0.018479,0.116,0.089369,0.1595,0.15335,0.17067,0.16147,0.17814,0.12175,0.1357,0.11705,1.7861,2.0012E-07,0.77485,0.72041,33.752,5163800,2431900,0.77536,0.72172,33.771,0.6234,2875600,2236.6,0.77522,0.7126,33.766,120.67,74253000,17402000,2496700,789770,580280
0.77738,1.4085,1.9345,0.23822,0.68875,0.55348,0.79932,2025800,384090,339890,270220,1369400,336310,185250,351920,570940,194440,67935,48599,52628,304070,0.014504,0.069595,0.081598,0.12764,0.12311,0.19374,0.18265,0.28624,0.27329,0.25365,0.34826,2.733,3.2591E-07,0.62441,0.5151,27.492,4010100,1111700,0.6239,0.52866,27.468,0.94034,1887800,1733.9,0.65842,0.53179,29.03,126.38,74607000,11951000,1684500,449120,270220
0.8037,1.7717,1.6401,0.22187,0.66517,0.52331,0.81267,1113000,400360,299820,209700,693350,185790,105980,199500,330350,117500,49937,41317,48350,428310,0.020267,0.11814,0.11841,0.17446,0.17336,0.2397,0.23079,0.25547,0.24775,0.2479,0.28915,2.1451,2.4901E-07,0.67238,0.60934,29.638,5288600,2230700,0.67642,0.61604,29.812,0.79009,2163200,1773.5,0.67747,0.59392,29.857,117.71,67989000,12694000,2058100,526810,209700
0.92895,1.0009,1.4039,0.2583,0.58611,0.52733,0.41602,8038000,1722600,1714500,1632500,5823300,1282400,688990,1249500,2168000,764140,325270,280250,322740,3032800,0.0054794,0.02883,0.032962,0.042842,0.047077,0.065462,0.064233,0.080948,0.064294,0.070211,0.081372,4.6288,4.9746E-07,0.6342,0.5198,27.943,4636400,818930,0.64395,0.53869,28.385,1.9602,786900,2037.5,0.61369,0.49222,26.989,126.76,67548000,21081000,1756900,644180,644180
0.77753,1.7782,1.8015,0.23603,0.68342,0.54688,0.55987,2982000,1521800,1372000,1205500,2077800,612110,365370,730840,1310200,497500,226700,198420,245550,2829700,0.0087931,0.054345,0.0429,0.066708,0.061577,0.088975,0.076989,0.099638,0.079156,0.076982,0.088175,4.1464,5.1295E-07,0.67772,0.64237,29.867,3256200,142790,0.66216,0.62585,29.194,1.5562,880960,1960.9,0.65068,0.61805,28.687,122.57,57291000,20885000,2050700,716270,716270
0.69005,2.2285,1.3566,0.24848,0.43458,0.57795,0.35342,653270,1087400,781470,569550,352990,84231,50331,101480,205500,90211,45496,51447,81156,2210700,0.027351,0.1742,0.20623,0.24779,0.22503,0.23366,0.20886,0.21924,0.15679,0.12839,0.099502,1.6876,2.1356E-07,0.96237,0.81189,40.037,3848400,1609700,0.95906,0.81155,39.937,0.58255,2732700,2090.4,0.96567,0.81068,40.136,125.05,77986000,18742000,1430800,737490,569550
0.76831,1.7998,0.88713,0.23203,0.60949,0.55659,0.80372,1916300,1331800,1115200,919470,1288300,336510,210320,443210,790740,313550,141000,138180,171450,2589800,0.012849,0.068671,0.07735,0.092363,0.086087,0.1293,0.10587,0.13068,0.088256,0.1043,0.08707,3.3202,4.5577E-07,0.76843,0.71544,33.51,2855200,132500,0.74791,0.70116,32.725,0.7792,2134600,1853.4,0.8162,0.7376,35.259,123.77,61601000,20146000,1500000,659070,659070
0.76913,1.7131,1.4068,0.2369,0.53403,0.53485,0.64161,1985100,825310,686330,547490,1339300,339600,189910,369470,675700,260290,109830,94523,118750,1264000,0.014026,0.066902,0.078444,0.12021,0.11215,0.14269,0.12128,0.16546,0.1472,0.13203,0.16091,2.5466,3.1623E-07,0.70316,0.64548,30.936,3606800,876740,0.69838,0.64766,30.738,0.82356,2052500,1789,0.71932,0.64599,31.595,120.02,65984000,15930000,1730700,557690,547490
0.8984,0.9732,1.4615,0.25022,0.52826,0.55859,0.54736,2266200,837710,709020,577020,1547500,373250,219990,371530,735250,251970,103820,96536,112260,1345400,0.013495,0.061708,0.078859,0.10144,0.13918,0.11362,0.16245,0.17212,0.12175,0.14885,0.1466,2.7604,3.5285E-07,0.70093,0.63614,30.844,3448200,715660,0.69656,0.63965,30.663,0.89143,1685400,1744.8,0.71527,0.63575,31.432,126.12,55212000,15989000,2155800,612390,577020
0.68275,2.0727,2.3731,0.2757,0.85165,0.59012,0.85344,1143800,258610,215770,155580,716190,205990,120540,208520,338940,101520,37234,29897,28743,206030,0.019672,0.12557,0.12533,0.15405,0.19048,0.24382,0.31166,0.36247,0.30217,0.37626,0.37539,2.4714,2.9781E-07,0.62399,0.53305,27.472,4620100,1632600,0.62988,0.54611,27.745,0.94848,1629600,1793.2,0.62592,0.50732,27.562,139.02,62647000,11224000,2739700,529670,155580
