Bsp_1982,Bsp_1983,Bsp_1984,Bsp_1985,Bsp_1986,Bsp_1987,Bsp_1988,Bsp_1989,Bsp_1990,Bsp_1991,Bsp_1992,Bsp_1993,Bsp_1994,Bsp_1995,Bsp_1996,Bsp_1997,Bsp_1998,Bsp_1999,Bsp_2000,Bsp_2001,Bsp_2002,Bsp_2003,Bsp_2004,Bsp_2005,Bsp_2006,Bsp_2007,Bsp_2008,Bsp_2009,Bsp_2010,Bsp_2011,Bsp_2012,Bsp_2013,Bsp_2014,Rec_1982,Rec_1983,Rec_1984,Rec_1985,Rec_1986,Rec_1987,Rec_1988,Rec_1989,Rec_1990,Rec_1991,Rec_1992,Rec_1993,Rec_1994,Rec_1995,Rec_1996,Rec_1997,Rec_1998,Rec_1999,Rec_2000,Rec_2001,Rec_2002,Rec_2003,Rec_2004,Rec_2005,Rec_2006,Rec_2007,Rec_2008,Rec_2009,Rec_2010,Rec_2011,Rec_2012
1987600,1927600,1729100,2749100,3477000,4056400,4601700,4209700,3594500,3411600,2799200,2616400,2225100,1728900,1579900,1368100,1153700,1108400,1047400,745410,918260,1009700,1199800,1669400,1657600,1501300,1604800,1685600,1349500,1217900,1037500,775450,567330,70738000,538640,1622100,2904700,4026200,5289200,2057400,2156100,1890300,3464800,6407800,7680200,8118000,4745900,2665200,2316300,4061200,4721500,4906900,18326000,3870300,2681900,1329100,862820,698090,1100200,2149800,901070,318020,332890,798040
2714900,2577000,2209000,3017600,3564000,3926900,4376400,3928500,3405300,3164600,2551200,2330700,2044400,1648300,1559500,1386200,1184800,1134700,1063600,746080,874510,915230,1099700,1557800,1576400,1461200,1603600,1717500,1403300,1332700,1238600,1136200,1018400,58984000,577030,1834000,3232600,4309800,5455900,2153100,2209500,1932500,3523400,6472100,7693700,8045800,4622100,2517200,2156600,3374900,4020800,4478900,18490000,4191100,3359600,1827600,1245200,1113500,1984300,4280400,1938500,831920,1227200,4174000
2197200,2114600,1954000,3311800,4314500,5137900,5883300,5434700,4626300,4443100,3682700,3481800,2915900,2209600,1907200,1550300,1195000,1065100,952600,644890,724970,757330,921380,1317000,1330900,1228600,1321300,1391300,1130100,1038200,921610,780780,627540,92526000,547930,1669900,2969800,4068400,5300500,2050200,2138600,1858300,3374200,6159700,7235300,7495000,4305000,2288600,1936900,2818400,3793500,4096400,16812000,3805200,2833600,1558200,1030600,885320,1520100,3247500,1377400,520930,685890,1872600
1722300,1686300,1567800,2744400,3604800,4323900,4948300,4567300,3871000,3710200,3064600,2880100,2389300,1793600,1565600,1287700,1018900,925900,830450,555500,641570,680840,811390,1139300,1128700,1023600,1082500,1113200,868980,754530,609500,455710,333610,80066000,519710,1510000,2722400,3848500,5167300,1969800,2089300,1812300,3290900,6006000,7033600,7270500,4216100,2230500,1856300,2940600,3525900,3658900,14648000,3270200,2374500,1229500,814510,671910,1120700,2280100,924920,326980,381920,1181400
1697700,1664900,1508400,2491300,3192800,3764800,4278200,3919900,3332400,3166300,2596800,2425000,2045800,1576600,1445600,1257400,1073400,1041700,988430,703790,887640,1026700,1302500,1913200,1976100,1864500,2062100,2231200,1871800,1805000,1686600,1507000,1326300,67766000,520350,1517500,2742200,3880200,5199800,2002800,2122200,1858800,3409600,6308900,7561500,8021400,4706700,2662800,2376500,3989900,5213000,5635200,22781000,4854200,3876500,2111800,1393100,1230600,2098200,4615800,1983600,803360,1057200,3564500
1460400,1447100,1292800,2095600,2653400,3103900,3504200,3187000,2701000,2539400,2058100,1898500,1606200,1242400,1162100,1015900,864940,820050,745640,496950,590730,636350,749280,1044900,1026400,929060,986420,1003600,743790,610620,478920,341660,233920,55897000,502150,1408400,2566700,3708800,5083100,1919500,2058900,1783700,3238900,5908500,6904200,7124100,4155400,2192500,1798600,3066100,3391400,3309600,13626000,3119700,2256700,1163400,762770,618730,983290,1941700,793920,268400,282960,719830
1804200,1761500,1580500,2536400,3214100,3757500,4259200,3892300,3316300,3141600,2571000,2395900,2032700,1576100,1449600,1261000,1071100,1031700,971210,684620,846110,952080,1184600,1711300,1742800,1615000,1754800,1869800,1537700,1442900,1290900,1064800,862750,66295000,526800,1553800,2796800,3926600,5225600,2015900,2127900,1861000,3406200,6285600,7500700,7913500,4626300,2575700,2265600,3790300,4633300,5223700,20296000,4291500,3152100,1660800,1107600,919690,1521300,3159200,1376500,504770,578230,1614400
1578000,1554300,1415000,2380900,3070800,3638300,4136200,3790300,3211400,3048800,2495300,2321200,1936400,1465200,1308500,1091900,874570,788800,688310,436170,475370,477040,553400,768570,746770,668990,678780,638750,447240,350740,258130,183410,117680,66466000,509200,1447600,2622600,3752200,5102500,1924300,2055200,1772200,3200200,5792800,6683500,6796200,3914800,1977300,1563600,2303000,2714000,2643800,11554000,2807000,2028400,1051800,681820,553160,929960,1903200,824940,290670,335160,1033600
1709100,1674700,1519000,2514900,3227100,3808300,4329000,3967600,3371200,3203600,2627300,2452200,2062000,1579300,1430100,1222200,1016100,960120,887040,611470,739330,815700,1000300,1433300,1448100,1336100,1448400,1523000,1225500,1123600,982330,805750,646520,68626000,519800,1512100,2729100,3860300,5180000,1983100,2102800,1831400,3339600,6131300,7250800,7578300,4422300,2405800,2063600,3439900,4051400,4464700,17614000,3852800,2869600,1509800,983310,833400,1383800,2873700,1231700,474870,623270,1767000
1729300,1693000,1525900,2486000,3168500,3720600,4221500,3861400,3283800,3112900,2547500,2372800,2001900,1539500,1401500,1201900,1001200,944750,869820,596260,715920,779310,936710,1324200,1324100,1213200,1306500,1362700,1079500,971700,830620,663230,520630,66412000,520870,1517900,2737200,3866200,5182200,1983000,2101500,1828600,3331000,6107100,7206400,7508500,4377200,2366800,2001200,3370500,3890400,4056800,16262000,3651300,2652300,1376900,916790,785010,1300700,2551900,1124000,431300,523520,1499000
1914100,1861000,1677000,2705300,3440900,4032000,4579300,4193900,3575600,3397400,2789100,2608100,2209500,1708100,1553100,1336900,1120000,1069700,1004400,709900,872220,951360,1108900,1521300,1493700,1345100,1436900,1500800,1176800,1039000,868540,647270,473260,71105000,533720,1593400,2858600,3982400,5260000,2037200,2141400,1874000,3429800,6331000,7562000,7961200,4660700,2598900,2219000,4025800,4484700,4410100,16628000,3570700,2529200,1282900,824020,675720,1088000,2153300,904290,307510,338400,841260
2257600,2172100,1940200,3018200,3789900,4394200,4983800,4559500,3908800,3714700,3055900,2866000,2459000,1934800,1785300,1572500,1355700,1334500,1298100,956750,1203700,1365700,1723700,2523900,2627900,2498800,2807100,3101300,2661600,2649100,2572100,2438800,2263600,74944000,557750,1734900,3092200,4211600,5419200,2152900,2229800,1976400,3655200,6836600,8357900,9012300,5257700,3081700,2836300,4691700,6207500,7025000,28059000,6189800,5232300,2870300,1973200,1819600,3298100,7308500,3285900,1494700,2223200,7962600
1660800,1631000,1460000,2347100,2970700,3471700,3928500,3583100,3047900,2878800,2347500,2179500,1849200,1435500,1334600,1170600,1005400,973280,914810,641270,798140,899320,1097000,1564500,1583700,1469900,1600600,1700200,1393400,1302800,1187900,1035700,870860,61652000,517200,1498200,2709700,3846500,5175100,1983500,2106400,1838900,3362400,6195900,7371700,7754900,4547100,2521000,2187600,3791000,4501500,4775400,18262000,4210600,3199400,1654700,1114600,973900,1736600,3552000,1507700,609450,808840,2247300
1719300,1683200,1550800,2661400,3467800,4136300,4722500,4347700,3686500,3521700,2900500,2717000,2258600,1698600,1486800,1220200,957530,856540,751390,485570,535780,545060,645650,910730,900430,818460,861520,867190,654260,559160,459860,370680,280260,75905000,518610,1502200,2707000,3829000,5150100,1954000,2074600,1792100,3240700,5879700,6815800,6965700,4015800,2056900,1656300,2486800,2921700,2995300,13069000,3086100,2238400,1190500,810620,696860,1178500,2437900,1067600,404790,521350,1552500
2184000,2105400,1881500,2938900,3694700,4288500,4863200,4448100,3809400,3617900,2973400,2785200,2384400,1869900,1720800,1508200,1291700,1262400,1217900,888820,1110900,1244400,1538600,2212400,2268900,2122100,2344600,2539200,2133400,2090300,1992100,1829400,1647600,73496000,552370,1703000,3038400,4157400,5380400,2123700,2206900,1949300,3594600,6700200,8140100,8723400,5097200,2943800,2664100,4535100,5566000,6373500,24230000,5275300,4226000,2235900,1494200,1339600,2477200,5457500,2557200,1136900,1577600,4849000
2355000,2257100,1996900,3021100,3747900,4303300,4864000,4433000,3804500,3597800,2946500,2746900,2357400,1849500,1689700,1459500,1216200,1153300,1080500,763230,909950,973360,1146600,1584900,1571900,1423800,1532800,1628100,1317000,1191100,1018400,808620,619720,71796000,559120,1736200,3081600,4180700,5381000,2110900,2186700,1915600,3502400,6455700,7710000,8108600,4688300,2598900,2248700,3616100,4533000,4704200,17453000,3830100,2803500,1487700,966780,822300,1383400,2818800,1126800,387430,464740,1211600
1945100,1887500,1722200,2860700,3686600,4360000,4970300,4569300,3886900,3708800,3054800,2864600,2400000,1821500,1597800,1314900,1030900,923210,816110,536190,594470,608250,725240,1024500,1019500,930510,982340,999140,781900,700340,601570,515090,419800,78152000,532570,1581900,2830300,3939600,5217700,1995400,2100700,1817700,3289800,5978400,6957600,7138400,4106600,2126400,1739700,2572000,3152200,3332600,14023000,3269500,2421500,1303900,882290,768880,1354600,2885800,1334900,518810,708370,2210000
1535100,1516000,1386800,2364500,3064500,3644400,4148100,3806600,3224600,3067600,2515700,2345900,1959900,1491400,1353200,1160500,974170,928320,861580,595710,734430,835590,1046800,1523200,1554800,1448400,1579900,1682200,1376800,1277200,1132500,941890,765500,67095000,508270,1445700,2627400,3769700,5125900,1951300,2084200,1815000,3312700,6087200,7205300,7549500,4421200,2424100,2104200,3498000,4374000,4759900,18861000,4124600,3051700,1640000,1097500,941250,1544300,3132400,1377600,527680,631030,1635100
1431700,1422300,1338800,2442300,3247100,3931400,4504400,4162900,3518100,3377300,2791200,2622200,2171700,1643200,1496500,1313200,1156800,1171200,1161200,873890,1195700,1481700,1945300,2909200,3052400,2910300,3256100,3572700,3060100,3008400,2854000,2553500,2282600,74774000,503890,1425500,2608100,3772700,5147900,1985400,2125400,1880200,3490900,6569600,8078600,8838200,5317400,3223500,3076600,5874600,7273400,8713300,32434000,6762600,5379200,2824200,1895700,1598000,2734900,5765100,2620400,1107100,1458900,4731500
1612000,1586400,1409700,2232000,2803100,3257800,3675500,3341300,2842300,2673000,2169900,2006100,1709800,1335700,1258100,1114300,966380,938550,880400,613530,762560,857560,1039900,1471500,1471600,1343600,1443800,1513000,1205200,1072800,895490,664140,482380,57454000,513710,1477600,2677100,3815700,5154900,1969900,2096700,1828100,3339200,6144200,7290600,7649400,4484900,2470400,2129700,3697100,4338600,4578500,17339000,3721100,2633000,1350500,856110,693900,1117800,2167200,881850,302420,361260,947330
1998900,1937900,1717300,2645300,3297400,3805000,4298100,3914000,3348800,3160900,2580800,2399800,2056600,1614800,1501700,1321200,1134100,1101300,1046200,746080,924250,1023600,1211300,1671600,1648000,1477700,1569500,1646400,1312400,1157500,932790,627460,410560,64950000,539440,1626800,2912600,4034000,5294600,2061300,2159000,1893800,3472700,6425100,7708400,8157700,4764400,2684100,2347200,4026600,4891200,5060100,17897000,3642000,2480500,1244700,769970,594560,915980,1764700,682220,206320,204910,447470
1685200,1655400,1487300,2406900,3056400,3581100,4059300,3710700,3162500,2998700,2456500,2294800,1962600,1548900,1484300,1364600,1256300,1305600,1317700,1005300,1374000,1651400,2063500,2966600,3028400,2809500,3087400,3345800,2797700,2670900,2424000,1962200,1616700,63714000,523620,1543400,2797200,3955400,5270300,2070200,2187400,1949800,3639200,6896300,8578800,9446100,5676900,3493000,3291900,6594500,7570400,8573400,30224000,5798600,4317000,2114300,1310200,1043600,1637100,3228600,1263200,452460,479500,1109400
1857100,1809300,1622500,2593100,3282200,3833100,4345000,3971000,3385400,3207800,2626200,2448300,2077800,1610500,1475500,1277500,1077200,1030700,965460,677070,827720,925700,1168900,1718000,1778900,1685500,1876200,2039200,1716300,1685600,1627900,1561700,1430000,67343000,529890,1571100,2822800,3948400,5237600,2021900,2130300,1861700,3404000,6272800,7469900,7862600,4584800,2535400,2222700,3643700,4476500,5127100,21095000,4758900,3851000,2181300,1543400,1404700,2527800,5718300,2712200,1160900,1604700,5002700
1798200,1755700,1659400,2997600,3989500,4827400,5547700,5143300,4358100,4201100,3488000,3298500,2729000,2041200,1761200,1439300,1133700,1037400,947500,654150,777460,852750,1061500,1541700,1579300,1478700,1628500,1750100,1450600,1389700,1290300,1169500,1014000,90420000,525620,1545700,2781400,3908000,5209700,2001700,2114900,1843500,3363200,6178400,7317700,7660600,4460200,2433200,2107300,3403900,4174400,4754200,19074000,4281200,3332300,1870300,1290400,1145300,2035100,4387200,1975200,783460,1018600,2981800
1676200,1645200,1481300,2413400,3073600,3608200,4091500,3740300,3180600,3013200,2464300,2294600,1941500,1502200,1388200,1213800,1041300,1011400,957190,680180,860570,954770,1097300,1480700,1430800,1268900,1342300,1384500,1050100,878350,659170,395890,236460,64518000,518650,1507300,2725300,3863200,5187800,1993800,2115200,1850300,3389300,6263900,7486900,7896000,4661800,2614300,2224300,4425800,4493400,4389600,15533000,3186100,2204600,1080900,683600,531050,791750,1488200,581810,180110,179170,355650
1953200,1897800,1711500,2760200,3511800,4116000,4677500,4287400,3660200,3483300,2865500,2687300,2287600,1784300,1646000,1449600,1256800,1244200,1211600,893970,1151000,1298200,1547000,2151900,2144500,1951100,2109700,2243300,1823000,1697200,1500700,1182300,936000,72451000,539020,1628300,2922800,4056600,5321000,2089700,2188100,1935300,3577600,6693800,8170700,8790200,5202400,3049200,2717300,5314100,5720100,6055000,21873000,4402000,3145500,1531600,975230,794520,1292100,2601800,1087800,396520,433040,1134100
2180100,2102300,1832600,2677000,3257900,3688200,4141100,3747700,3226100,3025500,2458000,2273500,1981600,1593400,1531600,1397400,1253100,1261700,1237400,912270,1165600,1316700,1604200,2276200,2311300,2142800,2363500,2569300,2144100,2042500,1871900,1613200,1384800,60041000,553020,1708000,3049100,4171800,5393600,2136000,2218400,1964800,3632300,6793500,8298100,8930800,5238100,3063800,2769300,4926900,5872500,6445600,23931000,5072300,4009600,2080700,1369400,1181300,1958100,4078000,1645100,635880,815570,2234100
1711400,1677900,1531100,2569300,3315900,3929600,4475600,4111000,3494100,3330900,2740300,2567800,2162500,1664200,1522000,1326700,1140200,1119300,1077700,782910,1008100,1171700,1434100,2029700,2043500,1872700,2028200,2162500,1782700,1656800,1447700,1142800,902270,71279000,522260,1530200,2765500,3907400,5222400,2022400,2140000,1882600,3468000,6455100,7811700,8366000,4936600,2861600,2587900,4567000,5831300,6190000,21588000,4387400,3220300,1647200,1015100,826170,1364700,2776800,1097400,378620,442250,1241100
1650600,1621500,1506300,2641200,3468300,4160700,4758900,4389900,3719400,3562400,2940300,2760900,2293000,1727700,1527200,1278300,1040700,972990,896120,618420,749670,848040,1079400,1592200,1648400,1559200,1723700,1853800,1552900,1505400,1425000,1330500,1184700,77265000,516070,1490900,2696700,3831900,5163400,1973700,2097700,1827400,3334500,6125300,7251100,7596800,4429900,2423500,2118000,3352800,4408300,4995800,19962000,4552100,3584800,2053000,1376400,1223900,2212600,4877700,2304600,929190,1313300,3994000
1918500,1864300,1664200,2622600,3301100,3837900,4344700,3965000,3383000,3199600,2615400,2433700,2067400,1601800,1460200,1252300,1037800,973780,893860,611500,722050,772210,922680,1298300,1294200,1180900,1266900,1318300,1034500,923140,783680,616640,474170,66720000,532470,1583900,2838500,3955600,5235400,2014200,2119600,1844300,3356800,6148100,7248900,7539500,4374900,2353100,1982800,3232300,3786200,3974200,15995000,3564000,2588600,1366700,906060,752780,1244300,2476500,1098500,405510,468110,1285200
2205900,2124100,1838600,2631000,3169200,3557400,3980300,3587900,3090900,2883400,2329400,2140300,1868100,1501200,1437900,1297300,1139900,1120500,1070700,764960,942990,1038700,1275300,1838500,1886400,1776200,1972500,2132300,1779500,1729300,1644500,1529100,1383600,56842000,551680,1696000,3021200,4131700,5355100,2099000,2183000,1916600,3514100,6501300,7804600,8256100,4803600,2697700,2359700,3986000,4753400,5110000,21344000,4938800,3927100,2112500,1449200,1342200,2340300,4939900,2313600,1002000,1429600,4667900
2236700,2152600,1895400,2841400,3505100,4009300,4522000,4112200,3532600,3332200,2722500,2532800,2187600,1735700,1626300,1447200,1258500,1239200,1197500,872150,1089400,1210400,1477000,2099000,2129900,1968400,2166000,2345800,1927200,1808000,1632000,1364600,1132400,66581000,555200,1718500,3062100,4177500,5391700,2129700,2209600,1950600,3594100,6692800,8118600,8680200,5069700,2912600,2611800,4514400,5324100,6071000,22724000,4798100,3664700,1949300,1266700,1060900,1774000,3541400,1502100,584430,734900,1807300
2125600,2053000,1892100,3192300,4148000,4932800,5644600,5211600,4442300,4266100,3537500,3348400,2824900,2171700,1932800,1643200,1360400,1304500,1249600,913080,1135000,1265600,1571700,2272400,2339500,2198100,2447000,2676400,2246200,2167700,2035500,1821600,1613400,88688000,549070,1684500,3009800,4132500,5365600,2115200,2202100,1945600,3589800,6697000,8143200,8735900,5119800,2962100,2679500,4691900,5526100,6417600,25196000,5457400,4398400,2345300,1581000,1351200,2328100,4905400,2105100,878610,1235000,3999000
1952600,1895600,1707900,2750000,3496400,4095200,4651600,4260600,3633400,3452900,2835500,2652100,2246100,1734500,1570300,1344500,1116700,1057800,986380,691150,836970,916440,1088500,1513100,1498500,1354600,1449100,1524800,1212200,1062800,864520,629580,457370,72058000,535670,1603800,2873400,3993400,5264600,2037900,2139900,1870100,3417900,6295000,7495400,7874500,4583200,2536100,2188700,3620000,4524300,4588600,17092000,3614500,2580800,1334200,838770,682070,1089000,2139600,849720,287150,339170,922790
1730300,1693600,1464900,2143500,2595000,2930400,3269700,2936600,2511500,2326200,1858800,1694200,1475400,1181600,1146600,1032900,901780,867270,797490,537380,637500,690550,832570,1180800,1178500,1077600,1148700,1187900,932670,825910,691600,543680,421160,48659000,520320,1513700,2728500,3854600,5171600,1973000,2091900,1815400,3298100,6023100,7062300,7309500,4239500,2252700,1880900,2976100,3650400,3714200,15254000,3411400,2494600,1313500,865330,737470,1239000,2506700,1080800,400640,497880,1527000
1736700,1699200,1518500,2421900,3057800,3565600,4033900,3678000,3130100,2955000,2408800,2234300,1891400,1459200,1333600,1141600,943320,876920,791140,525990,607380,642620,773500,1102100,1106700,1023900,1106700,1152200,916430,849290,778030,725950,635550,62857000,520380,1513500,2726800,3850900,5167300,1968300,2087100,1808500,3280300,5977800,6982700,7196800,4166800,2186400,1803900,2828800,3351200,3471000,14752000,3500900,2699300,1471200,1030600,949680,1698300,3703200,1684600,706690,936110,2807400
1907000,1855300,1658200,2621100,3303100,3844500,4354600,3977200,3396500,3217300,2634600,2458200,2098300,1641700,1525700,1347300,1168000,1149100,1106700,802500,1018800,1161500,1421600,2022500,2047100,1889700,2059100,2208700,1825200,1712300,1538300,1276200,1057000,66948000,534890,1602700,2878500,4009500,5285300,2061200,2164300,1905300,3507900,6524800,7893500,8434200,4951900,2853200,2556900,4454600,5573600,5905700,22031000,4596000,3443700,1773000,1142800,954510,1555400,3233100,1343400,496830,590720,1676600
2022000,1956600,1762700,2830800,3598100,4211600,4784300,4382000,3735300,3548500,2912600,2721100,2294200,1754900,1554400,1289000,1016700,911150,803170,524470,575070,575770,663060,910710,883700,787270,809030,797900,582360,464080,340720,217160,123420,73884000,536710,1604800,2864400,3967900,5232900,2002800,2103500,1818500,3287100,5964300,6925800,7082800,4067900,2092100,1685000,2495500,3014500,2947800,12496000,2919800,2042300,1056200,693860,562500,910360,1792700,749750,247070,270080,671270
2208000,2124600,1829100,2577800,3080400,3434600,3831500,3441800,2965600,2753000,2211900,2019700,1763500,1414200,1347500,1199300,1028800,982140,908110,621930,728920,767050,902730,1253800,1239400,1121000,1194200,1239700,973700,855720,718180,561770,412980,54116000,549000,1676600,2981900,4081600,5310800,2058700,2146000,1867600,3395600,6212300,7320900,7600000,4385800,2348200,1968500,3114400,3694100,3843800,15224000,3452200,2473200,1296600,860450,721950,1183500,2450200,1025500,366030,432990,1121700
1584700,1561000,1458800,2599700,3433000,4134800,4733700,4370600,3697700,3544600,2926300,2746000,2268900,1697300,1488500,1232700,989470,911430,825400,557120,659580,719550,889690,1292200,1315800,1229200,1342300,1413500,1139000,1066300,969790,852090,719360,77510000,511020,1460500,2647600,3783600,5130200,1949700,2079100,1805200,3283400,6005100,7052400,7319400,4266000,2279700,1920200,3160000,3689900,3975300,16958000,3874600,2924300,1592900,1091700,969270,1654100,3437900,1577300,633580,793570,2309300
1313900,1312400,1246800,2336100,3131700,3813300,4372300,4042600,3404600,3267400,2695800,2520000,2056700,1521300,1344100,1128100,933190,884610,818280,565180,708600,814360,1008200,1449500,1463100,1349000,1456700,1531500,1229000,1105200,939880,723770,551620,73640000,492190,1351300,2482800,3638500,5046300,1903500,2055000,1787400,3262400,5993900,7084100,7420800,4377900,2401700,2076300,3729500,4258800,4666300,17653000,3781400,2776000,1429000,939570,736350,1166300,2329900,930450,312380,320930,826500
1572900,1552700,1481200,2753300,3693900,4497900,5173700,4802000,4064100,3924100,3261900,3087800,2559800,1937000,1741900,1517400,1326500,1345600,1348700,1032500,1416100,1729800,2144800,3047700,3081300,2826100,3077600,3323900,2770300,2594200,2271900,1727500,1349600,85710000,515760,1497800,2726100,3890800,5230600,2046000,2172700,1937000,3619600,6869400,8568100,9476600,5710300,3564000,3402900,6638200,8553100,9044700,29709000,5482400,3786900,1849400,1074400,819070,1215500,2244000,868750,274030,282960,601780
2558400,2440900,2154000,3213000,3965700,4533100,5122600,4668900,4019900,3806100,3124100,2920100,2525500,2005600,1858700,1641700,1411900,1383200,1341500,986680,1218300,1334200,1607800,2258900,2282100,2099400,2307400,2511000,2085100,1967000,1776400,1495900,1255800,74386000,574440,1827900,3239300,4342800,5500100,2202800,2260800,2004500,3702000,6913000,8437600,9057800,5260600,3054400,2760600,4632700,5720700,6417200,23379000,4928100,3860800,2028500,1353000,1094900,1816800,3734300,1463200,543900,594810,1872800
1754700,1717100,1527100,2402200,3014200,3499200,3953200,3600000,3070800,2896800,2361300,2193000,1876100,1474000,1391800,1245700,1098700,1091800,1054500,764000,982020,1131800,1402700,2015400,2053100,1907400,2093800,2251500,1858800,1757300,1597800,1353200,1141600,61077000,524940,1545400,2788400,3927100,5233400,2028200,2142700,1883800,3467100,6446700,7786300,8318500,4906500,2819100,2531600,4556500,5369800,6019600,22398000,4692400,3612900,1916000,1221100,1016200,1744800,3608700,1545500,573340,758860,2204400
2046400,1980000,1774600,2809400,3548700,4134900,4690400,4290300,3664200,3477100,2852700,2665500,2264600,1754700,1589900,1360900,1126500,1062300,986930,688560,823840,896770,1089500,1550600,1567700,1451300,1581300,1683100,1377000,1299300,1183800,1044600,907360,71803000,541000,1633600,2918900,4032500,5287100,2050300,2146300,1874600,3422700,6295200,7481400,7845000,4550400,2499600,2160400,3458600,4360800,4642700,18394000,4047800,3214900,1727300,1150800,1012200,1822600,3931900,1678700,691240,884550,3119700
1509100,1491700,1391000,2478300,3268900,3934900,4500000,4149900,3507500,3356300,2765400,2587800,2134900,1594500,1402700,1162400,933150,855090,765780,506690,589050,640070,800690,1174200,1201700,1129000,1232900,1301000,1062500,1009000,941070,889860,798220,73963000,505450,1427500,2595400,3734000,5097600,1927500,2063000,1786800,3242800,5910900,6900100,7118400,4134900,2172500,1811800,2824100,3449900,3779200,16167000,3747900,2951400,1649300,1150700,1033100,1863200,4187300,1909200,791340,1126700,4101300
1949200,1892400,1719600,2827000,3627200,4276500,4870200,4473000,3810200,3632900,2991700,2806600,2366100,1815500,1625500,1377200,1129700,1061400,985300,688190,827160,911800,1143200,1670200,1720400,1617900,1787400,1930300,1612600,1549400,1447100,1315100,1149500,76176000,535350,1601800,2869900,3989600,5261600,2035500,2137800,1867500,3411800,6280300,7468600,7846300,4561300,2509800,2192500,3518700,4375900,5015300,20496000,4580000,3579800,1961700,1358000,1210200,2057900,4517300,2004800,829580,1124900,3241700
2467700,2358400,2079800,3107100,3835000,4384500,4951400,4508900,3876700,3664200,3001200,2797800,2410800,1902300,1748600,1523400,1283800,1231100,1167600,836650,1008100,1100000,1374800,2010100,2090500,1994100,2250700,2491800,2141900,2160300,2139900,2147200,2062300,72218000,566500,1779300,3153200,4250900,5429900,2146500,2214000,1947000,3571000,6608000,7946900,8421300,4864000,2736600,2432100,3824100,4970000,5587200,23627000,5433000,4706000,2666800,1966100,1923100,3515000,7994400,3761800,1834600,2652200,9834700
1503000,1487800,1369900,2373500,3095200,3697500,4216000,3876900,3284700,3134200,2578100,2413500,2022000,1552000,1438000,1277000,1133400,1146700,1131400,845740,1146900,1374100,1670700,2349600,2354400,2154600,2339200,2504600,2058400,1907000,1664600,1280200,999530,68635000,508840,1454000,2651100,3810000,5168900,1996100,2130000,1881600,3486000,6541800,8012500,8696700,5220100,3135900,2867900,5821100,6755500,6896900,23577000,4634500,3283800,1617100,999280,787320,1258700,2410500,954800,321350,339420,885570
1605900,1580500,1396600,2181100,2721500,3147500,3543000,3212700,2733400,2561800,2071900,1908700,1630700,1276200,1204200,1062500,912430,872710,802800,544160,654400,712790,846340,1186700,1175100,1070100,1139100,1167800,905960,798800,671690,518140,381600,55068000,512450,1468800,2660400,3795200,5137200,1953900,2081700,1807700,3287900,6014000,7065800,7329100,4273200,2289300,1905900,3217900,3743000,3629400,14900000,3376300,2421500,1243900,809110,705970,1175600,2385400,989490,361290,420000,1162800
1660400,1629700,1456800,2335000,2951600,3445700,3896500,3550900,3018100,2846400,2316900,2145500,1813400,1396400,1277400,1091900,899640,830660,741030,483410,547740,579420,711930,1030200,1043400,970700,1045000,1089600,882610,817100,743730,698480,608640,61111000,515080,1482400,2677600,3804400,5136800,1947700,2072200,1791700,3243800,5893600,6848000,7022700,4052400,2094300,1718400,2527300,3191300,3447500,14512000,3486100,2691700,1504000,1045100,928330,1726500,3805600,1650800,671900,983700,3442900
1493900,1478100,1362800,2370700,3096400,3702500,4221900,3881600,3283800,3130700,2571600,2400400,1994800,1507300,1355900,1152800,958740,907090,836430,574290,703530,787290,969280,1394800,1411000,1307800,1424300,1502600,1210200,1121100,1001200,860440,719560,68916000,505200,1427500,2598700,3742500,5108100,1939300,2075600,1805400,3291600,6039900,7129200,7444500,4365200,2372700,2026700,3514900,4018500,4335100,17407000,3801400,2885400,1556200,1042900,897950,1551700,3352300,1498300,580330,753960,2547800
1666300,1635100,1459100,2327600,2936000,3422200,3867700,3522500,2995000,2822500,2295900,2124900,1798700,1387900,1273600,1092200,903510,837260,749480,491270,560160,587980,699290,984380,974020,885400,935550,949590,727730,626940,513410,410860,311410,60508000,515570,1485300,2682400,3809400,5140400,1950400,2074400,1794500,3250300,5909900,6875600,7057100,4078900,2116700,1728200,2633600,3204700,3242200,13468000,3154500,2302200,1239700,817470,701900,1232100,2520400,1099500,403740,530300,1631300
1714800,1681100,1526800,2533700,3254600,3844000,4372200,4010500,3410800,3246100,2666900,2495900,2108300,1629500,1501500,1318600,1143400,1129700,1092700,796650,1029700,1206500,1521600,2210100,2272100,2124200,2343700,2534300,2129500,2045500,1869600,1600300,1365200,69309000,522710,1533200,2770900,3913600,5227400,2026800,2144000,1887800,3480800,6487100,7864300,8445000,4986600,2896100,2653900,4646600,5839900,6752100,24471000,5174300,3994300,2119600,1364800,1146700,1960100,3996000,1711600,642940,806620,2522300
1791300,1749100,1559900,2467500,3106100,3613300,4086300,3724700,3173700,2995900,2443000,2267500,1925300,1491900,1370100,1181700,987180,929740,851970,579570,687500,732270,848020,1161000,1131500,1012900,1069600,1087700,821680,685020,531340,367610,241600,63243000,524480,1538000,2767000,3890800,5195200,1988900,2103200,1828000,3325000,6084200,7158300,7427200,4320600,2315000,1922600,3256100,3664200,3605800,13956000,3162200,2250900,1150900,729060,590910,955350,1880000,756450,250690,281060,724920
