Bsp_1982,Bsp_1983,Bsp_1984,Bsp_1985,Bsp_1986,Bsp_1987,Bsp_1988,Bsp_1989,Bsp_1990,Bsp_1991,Bsp_1992,Bsp_1993,Bsp_1994,Bsp_1995,Bsp_1996,Bsp_1997,Bsp_1998,Bsp_1999,Bsp_2000,Bsp_2001,Bsp_2002,Bsp_2003,Bsp_2004,Bsp_2005,Bsp_2006,Bsp_2007,Bsp_2008,Bsp_2009,Bsp_2010,Bsp_2011,Bsp_2012,Bsp_2013,Bsp_2014,Rec_1982,Rec_1983,Rec_1984,Rec_1985,Rec_1986,Rec_1987,Rec_1988,Rec_1989,Rec_1990,Rec_1991,Rec_1992,Rec_1993,Rec_1994,Rec_1995,Rec_1996,Rec_1997,Rec_1998,Rec_1999,Rec_2000,Rec_2001,Rec_2002,Rec_2003,Rec_2004,Rec_2005,Rec_2006,Rec_2007,Rec_2008,Rec_2009,Rec_2010,Rec_2011,Rec_2012
2439400,2330500,2012700,2838600,3402200,3798600,4247300,3825200,3298300,3073200,2481200,2273500,1974200,1568600,1458800,1266800,1049400,972720,879600,589380,660240,679800,833370,1203500,1222900,1137500,1232600,1296000,1060300,1014300,935810,872000,773110,59506000,559960,1735300,3068600,4150400,5345500,2073000,2148600,1862900,3372400,6134300,7167100,7377600,4217300,2201800,1831700,2606200,3351200,3755100,16277000,3711200,2896700,1649300,1140100,1026300,1845500,4213300,1947400,794870,1060500,3912000
1937800,1881700,1686400,2681900,3390600,3954600,4483400,4097900,3495200,3312200,2712500,2528900,2143400,1655100,1498600,1277100,1050200,980450,897680,613540,721760,765450,896290,1238900,1218600,1098400,1166600,1200200,929590,804420,652770,478810,336470,69106000,533580,1590000,2847900,3963600,5240000,2016600,2120800,1845200,3357500,6147700,7246200,7530200,4369100,2348200,1966200,3238100,3754500,3806000,14907000,3347600,2392300,1230000,787760,653350,1063000,2111900,852900,292060,338870,871830
1746900,1711900,1696700,3365400,4628700,5725100,6635200,6206600,5249300,5117800,4288200,4101500,3378200,2524600,2183000,1827600,1515800,1487700,1471700,1126600,1506700,1751900,2065100,2839100,2821900,2579200,2829100,3063600,2526500,2368600,2124100,1736900,1458500,111100000,528470,1572500,2845000,4002800,5303300,2094200,2205800,1971300,3686100,7003400,8753200,9639100,5813400,3620900,3305200,7252400,7881900,7592200,25735000,5191100,3972300,1955900,1210600,995540,1666300,3215800,1280600,458490,538240,1582500
1854900,1807700,1591100,2423800,2999700,3444700,3877900,3518100,3008500,2825100,2293700,2121300,1826100,1444000,1368900,1224400,1072600,1054500,1006200,716980,898290,1022900,1293800,1891400,1948000,1824500,2011800,2180500,1829600,1764500,1640600,1458100,1258500,58631000,530530,1576100,2833300,3962500,5250500,2034000,2141900,1877500,3443400,6371700,7638400,8099100,4739000,2664400,2379700,3980000,4863100,5789100,22321000,4749300,3680800,2003700,1384500,1193800,2112100,4648100,2025800,806820,1052200,3299300
1748500,1710300,1506000,2310400,2864800,3295700,3708000,3361000,2867500,2687700,2176000,2006300,1719800,1350300,1270200,1119000,957660,915470,845320,576700,690840,761030,942470,1361100,1382200,1281900,1396500,1476700,1205000,1121600,988250,856070,726180,56633000,521920,1523600,2745300,3872300,5184900,1983600,2100800,1826600,3324900,6088400,7171000,7463600,4335800,2331500,1991000,3144100,3898400,4350400,17263000,3832300,2927200,1619600,1088600,948500,1620500,3433200,1561400,595670,771160,2579400
2086000,2014000,1774800,2685800,3323200,3811100,4295800,3902200,3338900,3140200,2554600,2363500,2018300,1569800,1426700,1209600,976550,885780,782970,509070,556260,554870,642760,889110,866600,775560,795280,778270,564310,450610,341900,218750,118990,64108000,540080,1623300,2892100,3990700,5245200,2008800,2105900,1819100,3285200,5953800,6901500,7044100,4037500,2064700,1655900,2403300,2935000,2882000,12523000,2970600,2058700,1066300,701660,562430,901920,1752200,744200,248120,272760,607660
1668800,1637500,1532900,2730200,3608400,4347400,4981600,4603900,3897500,3740900,3092700,2907600,2401900,1793000,1555400,1270500,997220,899580,800610,529900,605720,640000,767460,1086000,1080600,985030,1042100,1066500,831660,726220,594980,448310,323510,81258000,516030,1488500,2688400,3816600,5146600,1956000,2079600,1801500,3267600,5953700,6950800,7162900,4149200,2176400,1798700,2798500,3388000,3509700,14460000,3301000,2382600,1241600,824160,691840,1133500,2255000,925280,324290,366780,918880
2417900,2312500,2020500,2947800,3594600,4070700,4577600,4148900,3569700,3353100,2729300,2525200,2180500,1722900,1589400,1379400,1150200,1083800,1003600,697180,815070,838400,952080,1279500,1236100,1091600,1146100,1163900,874400,732330,562530,358270,210960,65833000,561090,1745000,3090900,4181700,5375000,2100900,2174800,1897800,3455900,6340000,7507600,7816700,4522000,2441300,2035100,3486000,3664100,3807300,14373000,3173600,2190300,1094700,694720,541880,834300,1634800,647680,200780,204520,425730
1719500,1683900,1557700,2696900,3526600,4217100,4820100,4443200,3767700,3605600,2974600,2792200,2322600,1750800,1540200,1278000,1023600,939990,850660,574610,673150,728740,895180,1288300,1304200,1208000,1304700,1366000,1103800,1031100,930560,816880,687840,77695000,519830,1511200,2725400,3853000,5171800,1974300,2093800,1818500,3306700,6046200,7102800,7371100,4279800,2284900,1932400,3052200,3732800,4088000,16600000,3727600,2840500,1543000,1042100,899710,1603600,3509100,1573000,622370,785690,2550200
2168200,2090300,1846000,2797800,3467200,3980700,4493600,4089700,3507200,3309900,2704300,2515600,2163000,1704500,1582400,1390800,1189500,1153100,1097100,786640,969830,1046500,1215100,1659900,1629200,1463200,1574000,1660400,1307600,1163500,969470,709130,509260,66811000,549700,1685200,3004900,4118100,5347700,2095300,2181500,1916300,3515300,6511300,7825500,8275100,4842900,2723100,2338700,4370200,4534300,4724500,17519000,3684500,2610900,1328400,849670,685390,1102900,2147900,859950,273860,298850,748110
2238400,2152200,1875800,2735200,3328300,3765400,4227200,3824000,3287500,3079200,2497800,2303800,1993200,1580300,1476800,1296900,1099500,1048000,975550,678290,804930,849680,986890,1354600,1330200,1197500,1281900,1339500,1047600,920030,755610,567920,415850,61159000,551560,1692300,3009100,4110400,5332600,2076100,2160400,1885500,3436800,6310100,7481200,7806900,4520900,2460000,2070100,3454000,3966800,3966800,15594000,3462200,2483300,1288000,850370,729600,1189100,2335000,966970,341590,379510,983540
1755300,1716800,1541500,2484600,3152600,3689800,4182000,3821000,3252500,3079500,2518000,2343800,1984100,1533100,1405200,1214700,1022300,973810,904930,627030,761870,846140,1041700,1494700,1513400,1397600,1519600,1607700,1311500,1217800,1055500,851460,671300,65389000,522950,1530500,2758100,3887400,5197500,1994600,2110800,1840100,3358000,6171000,7312100,7658200,4465300,2441900,2111300,3461700,4226300,4680700,18125000,3974400,2925200,1586400,1039300,879900,1486800,2959100,1256900,436850,500840,1533100
1814300,1770500,1624600,2748700,3564500,4236600,4835000,4450400,3782200,3614700,2980800,2799400,2346400,1788500,1595600,1349200,1109100,1046400,974680,683700,834510,921860,1120500,1596400,1614800,1497600,1640500,1749300,1423000,1331100,1207900,1047000,886340,76937000,527220,1555900,2799300,3927600,5225000,2014300,2125800,1857700,3397100,6261800,7458800,7846700,4588000,2542700,2201000,3784100,4449400,4726300,18722000,4171700,3209700,1722200,1136500,986160,1734800,3593800,1556100,614060,811280,2609900
1683100,1652600,1511100,2550800,3299000,3916000,4462300,4101100,3485600,3325700,2738400,2569000,2166300,1673300,1544700,1365800,1199800,1203500,1182800,879060,1163300,1391000,1772000,2589200,2667100,2491600,2737400,2963300,2488600,2372200,2148900,1761200,1471000,71299000,521690,1529200,2768700,3918500,5237000,2039300,2158000,1909100,3537400,6636000,8129700,8827200,5243800,3127700,2923700,5258500,6765100,7672600,28291000,5568200,4162500,2088000,1301700,1045200,1657700,3321600,1349000,509440,610320,1865600
2531700,2412600,2110500,3079400,3759500,4259100,4793000,4347200,3739300,3515200,2863900,2650800,2280700,1789700,1623700,1379800,1113600,1015800,913240,613090,679350,682670,799630,1111400,1098100,994070,1053400,1080000,844210,757780,645910,534010,416860,68733000,564680,1761300,3109200,4185900,5366900,2085900,2156500,1870000,3384900,6157300,7196800,7403700,4233600,2211400,1821700,2663300,3284900,3452000,14394000,3303700,2436200,1326000,883660,761490,1357800,2916200,1261500,473340,585630,1987000
1710300,1675000,1544200,2655200,3461900,4131300,4717300,4343500,3682400,3518400,2898000,2714700,2256100,1696400,1485300,1219700,958460,858880,754800,489100,542200,548430,630910,865680,836940,743740,763550,738250,521080,402910,277940,160450,81254,75902000,518100,1499400,2703000,3825900,5148600,1953600,2074700,1792700,3242700,5886000,6827800,6981000,4030300,2068600,1659300,2566300,2909100,2881400,12040000,2824800,1995500,1025700,666820,519540,831030,1624200,675310,214800,214970,551000
2239300,2155300,1875500,2720000,3300300,3726300,4181200,3781400,3257700,3052900,2479000,2290800,1997900,1606600,1540500,1400700,1248600,1250000,1220000,894870,1133100,1269000,1525200,2132400,2133900,1940000,2092600,2233000,1825000,1685700,1470000,1137000,884210,60178000,556010,1724100,3073000,4190800,5403100,2139800,2218700,1962600,3622700,6761700,8235700,8835300,5166200,3001800,2697600,4704300,5712700,6169700,22030000,4441500,3151600,1552700,967010,775190,1233800,2437300,981130,351020,407500,1035400
1504500,1488000,1371100,2380400,3107000,3713400,4234200,3892800,3294300,3141000,2580400,2409700,2004900,1517900,1369300,1169200,978690,932750,867110,601880,746810,843720,1031000,1465500,1467000,1338000,1435500,1505300,1200000,1065400,873820,629740,448120,69024000,506240,1434100,2609900,3754500,5117300,1946800,2082100,1813900,3312400,6092100,7218900,7571000,4448600,2445700,2113100,3705300,4284100,4656100,17484000,3632200,2560700,1324200,855300,669160,1031100,2047000,834590,267570,275770,704490
1564600,1542800,1417700,2438000,3172600,3783000,4312100,3963100,3356400,3198900,2627800,2454100,2043400,1545800,1384400,1169300,960560,897760,818860,554860,664080,725620,869390,1223100,1212700,1100200,1168800,1203700,927160,791260,634020,444100,299200,69855000,509740,1453200,2636800,3774400,5125100,1947100,2078000,1804800,3284000,6009600,7064200,7337200,4281900,2297200,1930500,3237700,3774600,3881000,15277000,3339300,2361000,1216700,780640,615070,959910,1893800,768550,258280,274980,682570
1509100,1491500,1371900,2372400,3091800,3690900,4206200,3864400,3268900,3113100,2554200,2380600,1975200,1486100,1322800,1104600,891050,813420,720600,467230,529040,555920,673610,964520,963990,883270,936600,950820,733180,640520,538290,433030,319840,68491000,505040,1424400,2589000,3725500,5089800,1920100,2055800,1776700,3217000,5844400,6783100,6949400,4023600,2073500,1687300,2585000,3043400,3241100,13736000,3234300,2327300,1243900,847230,715260,1205400,2492800,1091700,416600,505690,1358100
2019500,1956200,1695600,2456200,2970800,3348200,3745900,3375800,2900500,2702700,2178600,1999200,1741700,1396700,1343300,1213300,1068100,1048400,995970,704640,869470,965460,1177300,1676400,1691300,1555700,1682500,1782600,1443500,1323200,1158200,923310,732940,54445000,540150,1630000,2915800,4033800,5291800,2056900,2153800,1885900,3451900,6370900,7613000,8027300,4674100,2604700,2271900,3774000,4649200,4947100,19449000,4125900,3006100,1539100,987150,813330,1304700,2636700,1106000,422290,516580,1522800
1492100,1477600,1380400,2469600,3261700,3930700,4497700,4151000,3512000,3365900,2778700,2608900,2167600,1644000,1493500,1301600,1131200,1128600,1103600,817190,1093600,1332000,1716500,2536200,2641300,2510200,2803400,3065700,2617100,2577200,2460200,2254400,2052700,74016000,507710,1446800,2638700,3796400,5158300,1987400,2122400,1871600,3461900,6480100,7905500,8566000,5112000,3041500,2843000,5201900,6749100,7554400,28233000,5969400,4972100,2637000,1757300,1552500,2798600,6103300,2736000,1232900,1671900,5942600
1966000,1907600,1689400,2602700,3243300,3742000,4225000,3845100,3287300,3099500,2527200,2345900,2006300,1569300,1451200,1264400,1068900,1020500,951610,662840,799880,871560,1043200,1464400,1461900,1334200,1423500,1486700,1191000,1082700,949630,773090,614710,63966000,536140,1605900,2875500,3993200,5262700,2034900,2136300,1864800,3403800,6258800,7431100,7784000,4525300,2481800,2128600,3506400,4257900,4433300,17111000,3758700,2771600,1402700,928540,771130,1319800,2758700,1166200,454990,536200,1582400
1742800,1707300,1574700,2702900,3522700,4203400,4802900,4427200,3762800,3604000,2978300,2805500,2360100,1816300,1659400,1455900,1268600,1270200,1252400,939490,1248500,1449600,1742300,2435000,2436100,2227000,2424200,2598700,2137100,2006000,1783500,1420000,1145600,77004000,526330,1557000,2814300,3963700,5268400,2062100,2175600,1929900,3583000,6743400,8301200,9023100,5397800,3243600,2942600,6089100,6513900,6863200,24097000,4762900,3432200,1686200,1061800,860910,1385900,2759100,1127800,383220,419850,1147200
2130400,2056600,1854200,2968300,3771400,4412700,5017400,4601600,3932000,3745200,3084400,2895600,2461400,1910400,1729800,1488400,1245000,1193200,1132400,813220,998300,1106900,1353900,1924600,1948000,1793200,1947300,2083000,1723800,1629500,1463100,1225600,1025500,76972000,547850,1675300,2990400,4107000,5342500,2093800,2182000,1918600,3524100,6534200,7870700,8366900,4873400,2763300,2466900,4070700,5119700,5761800,21325000,4436600,3374000,1766800,1151800,968260,1620100,3426300,1459600,530940,639000,1806500
1589900,1566700,1426400,2397300,3090700,3661400,4163900,3818000,3239800,3080300,2526300,2358100,1982400,1523000,1400400,1222900,1053100,1030600,983800,706110,907500,1039500,1251400,1754500,1748100,1590600,1715200,1811300,1454500,1315300,1114100,825180,602230,66775000,513280,1477000,2680200,3825400,5167500,1984300,2112000,1850800,3398600,6300400,7567000,8039700,4759000,2709300,2381900,4530500,5031500,5283500,19088000,3929000,2750700,1382800,867960,703440,1132900,2198700,889300,302680,347280,855180
1246800,1250300,1157700,2068200,2718400,3267300,3721100,3415900,2876800,2735500,2237700,2075900,1715000,1292800,1187400,1032500,889800,864800,810520,565740,727100,848640,1033900,1464800,1460400,1332200,1422700,1477600,1174400,1043400,858710,611800,429780,62204000,487120,1321400,2437800,3598600,5023200,1890800,2048400,1782600,3257000,5992500,7098300,7455600,4417200,2450300,2119800,3976900,4559400,4633300,17162000,3601100,2494600,1260200,801930,637850,991380,1905900,796590,254410,257870,601070
2310800,2217900,2054200,3485800,4547500,5419600,6212400,5746100,4897300,4713300,3915700,3715600,3126100,2387200,2078800,1718400,1360700,1253100,1163700,827050,976870,1037600,1230300,1710700,1706600,1552200,1680400,1790700,1448500,1322800,1145600,920560,730140,97402000,557290,1727000,3069000,4172700,5378900,2112300,2190100,1921800,3519800,6503300,7792900,8226700,4772100,2663100,2324600,3847700,4594400,5041600,18738000,4066100,2968400,1556800,1032100,839680,1403900,2794000,1197900,440150,507510,1568200
1382600,1376100,1322800,2524400,3410900,4174100,4800500,4453100,3753300,3617800,2997700,2817000,2297200,1696500,1485300,1242000,1026800,982810,926250,658670,848450,1006800,1267200,1838200,1876900,1747500,1910600,2050200,1704300,1594100,1421000,1189200,990740,80877000,498100,1387500,2541200,3696900,5087000,1933400,2078600,1816600,3331600,6162700,7371300,7825000,4634100,2632300,2360400,4179800,5348400,5765200,21185000,4467900,3349800,1768700,1139200,982060,1650200,3395500,1440200,540330,759010,2132600
1642500,1613600,1471900,2478800,3201100,3795400,4319500,3963300,3361400,3197400,2622900,2446900,2044600,1551200,1386900,1164700,944280,868340,778540,515460,594490,625850,731950,1014400,992220,891720,933210,942070,696520,562070,427350,290180,186420,69182000,514300,1478500,2673000,3802800,5138200,1950900,2076400,1798400,3261700,5942100,6934800,7140400,4141200,2171000,1777100,2848200,3328700,3260000,13301000,3049500,2168400,1116600,746250,591460,943410,1812200,780320,265020,285090,699010
1608100,1582800,1436300,2393800,3075900,3634900,4129900,3782900,3210300,3047700,2495900,2325700,1954200,1497600,1367400,1179400,994810,951080,885800,614970,757290,861440,1107100,1651200,1724800,1652300,1854000,2019900,1719700,1731200,1715000,1729100,1657200,65975000,513390,1475600,2673800,3812300,5152500,1968100,2095200,1826300,3335000,6133500,7271700,7631100,4465700,2452200,2141600,3547900,4344200,5002400,21024000,4774700,4063300,2335800,1663000,1587300,2960400,6928200,3391700,1513300,2299900,8449000
1579200,1556000,1412000,2357500,3030400,3582200,4068900,3725600,3159200,2997000,2451800,2281200,1912300,1459400,1324500,1130500,937690,878900,800130,538620,640190,702380,844060,1187400,1175600,1062400,1115500,1144900,894970,760700,591530,392790,244140,65166000,510550,1457600,2642800,3778600,5126500,1946800,2076700,1802100,3276200,5986800,7023000,7279700,4233800,2260300,1901100,3014400,3839400,3871300,14952000,3270500,2255900,1164400,750790,594360,942140,1862800,747210,238810,247230,649580
1897600,1845700,1652800,2627700,3319800,3870900,4386600,4007800,3418200,3237600,2650000,2469600,2096200,1623600,1481800,1275600,1065200,1009400,936830,650580,784010,847980,998850,1384200,1366800,1235600,1318400,1371400,1075100,947230,784960,578300,412310,67706000,531860,1581500,2837100,3958200,5240600,2020900,2127000,1855400,3385200,6221700,7377600,7716300,4496100,2458500,2087700,3565800,4102000,4185900,16011000,3530800,2511800,1277500,830320,675240,1123300,2181300,889000,311800,337200,914760
1923000,1868700,1724900,2944300,3836800,4574200,5231000,4825500,4102000,3931500,3250900,3063200,2562800,1945500,1711000,1424300,1144100,1059800,975630,678210,808650,871430,1047200,1479700,1483800,1361400,1470700,1548900,1239500,1137700,1004600,820610,650370,83190000,533520,1591100,2852400,3972500,5249900,2027100,2131500,1860100,3395300,6243500,7410200,7759700,4520700,2474500,2114800,3591400,4109000,4378900,17628000,3864800,2814300,1472300,990250,839610,1391200,2849400,1259200,473250,542300,1429700
1935900,1880800,1730300,2929200,3804600,4525400,5171300,4766900,4055300,3884000,3210400,3024600,2538500,1937000,1718700,1447800,1183400,1115000,1043100,738310,899930,995230,1206400,1705300,1719300,1581700,1719500,1831300,1497200,1388800,1237700,1041100,855780,81915000,535280,1602600,2873700,3997100,5270200,2044600,2147000,1880600,3444800,6363900,7613400,8044700,4694300,2625900,2310300,3851500,4751500,5229700,19114000,4244400,3184100,1688500,1086500,915710,1617200,3278600,1414300,539380,739440,2056500
1611600,1585800,1419400,2288800,2898600,3389500,3833800,3494800,2969400,2801700,2281200,2114000,1789500,1383800,1281100,1114100,943910,898470,827680,564450,681660,748520,896500,1260100,1251700,1139100,1219900,1273900,1001000,876120,725080,562520,425730,60429000,513030,1472500,2666800,3802200,5142700,1958400,2085700,1812900,3300700,6045700,7119400,7407000,4322400,2329700,1965800,3298000,3875500,3980500,15487000,3418300,2486900,1319700,873460,725910,1221400,2478600,1051500,370930,454710,1352900
1312000,1310200,1237900,2294500,3063600,3720100,4260000,3933100,3311700,3171700,2611800,2435800,1986900,1465700,1286400,1063300,855270,781970,692790,448600,516090,553940,670040,956180,949890,865580,907990,914120,696720,595190,477510,351010,239910,71588000,491040,1342600,2465300,3615200,5024800,1882800,2034600,1758100,3185900,5791000,6721100,6891300,4005500,2072800,1689000,2647600,3186000,3207700,13543000,3103400,2201800,1153000,764000,647530,1074000,2203900,936670,339710,396080,1064200
1455300,1442700,1291300,2102700,2667700,3125500,3530800,3213800,2724100,2564200,2080900,1922500,1627800,1262600,1188700,1051200,912390,884810,825480,570510,711140,801050,969430,1373200,1373700,1260400,1359400,1421300,1117600,981170,835330,663400,520980,56430000,502580,1412300,2575900,3722600,5096900,1933300,2072700,1803600,3290500,6043600,7143200,7469700,4391700,2399800,2047300,3678000,4099800,4294500,16531000,3648400,2708800,1389200,895300,714770,1163800,2361900,961550,355550,465030,1400100
1576600,1553500,1448600,2571100,3389300,4077500,4665400,4304700,3641600,3487700,2876900,2696700,2227900,1665700,1459600,1205100,961400,877850,786240,522120,605610,648360,790110,1136100,1146900,1064700,1154900,1208100,962350,883260,796030,715490,609470,76331000,510070,1454400,2636700,3771200,5120200,1941100,2071400,1794900,3258000,5941100,6942100,7164100,4162400,2190600,1816400,2908400,3402600,3598900,15284000,3577200,2720300,1477700,1032800,917660,1588100,3389800,1519200,619290,802910,2475800
2326100,2231800,1919500,2683000,3196000,3552900,3963500,3561500,3076900,2860400,2303500,2107900,1850200,1496900,1443400,1309400,1155400,1137900,1088800,778960,957040,1035800,1232600,1725500,1728800,1586000,1730300,1844200,1487700,1382900,1240800,1041800,863900,55271000,558490,1734200,3081400,4185600,5388400,2119700,2196100,1929100,3536200,6542600,7855800,8299600,4829700,2705200,2339600,4099400,4542300,4853300,19159000,4179400,3169400,1649700,1090400,933430,1577500,3216800,1374600,529960,652780,1907600
1336000,1332700,1200600,2003400,2563600,3023200,3418900,3114800,2632000,2479100,2011100,1855800,1561500,1202700,1130500,996600,862920,832610,769740,524810,650560,730990,866830,1207000,1184900,1067600,1127500,1152600,875860,727480,556190,336820,183770,55621000,493550,1358800,2492900,3645500,5048300,1902300,2051900,1781400,3244400,5942500,6988700,7270600,4272600,2311500,1939800,3478200,3972900,3808400,14672000,3213800,2175300,1096600,689180,542460,847570,1594000,622480,190530,186040,407340
1531000,1513300,1378800,2328900,3006000,3565100,4053900,3717100,3153400,2998400,2459200,2296600,1935900,1497400,1401800,1254500,1120200,1135000,1118800,834600,1128100,1332000,1603300,2237600,2229600,2029500,2203600,2354100,1913300,1752000,1514900,1159400,895940,65315000,510730,1464900,2667400,3824100,5176700,2000100,2131700,1882100,3483900,6532000,7985400,8644000,5191500,3091200,2797600,5934900,6185200,6610500,22290000,4392500,3089700,1515600,954880,744750,1155000,2250400,917690,317010,345900,818030
1777100,1737400,1580800,2626200,3377800,3992200,4544600,4172300,3549500,3382000,2781900,2606700,2198600,1693500,1544000,1339300,1140900,1110200,1061300,764650,969000,1114200,1388300,1999500,2039400,1891300,2066700,2222100,1850100,1749500,1578000,1319200,1089100,71880000,526200,1552300,2798400,3934900,5237100,2029300,2142200,1882000,3460900,6426700,7748000,8265700,4859000,2780200,2507700,4311000,5390400,6109900,22371000,4696800,3511000,1828500,1199200,1005900,1670100,3468500,1451700,545560,658760,1718700
1686700,1656000,1519100,2582900,3350900,3986200,4546500,4182800,3554200,3395400,2798800,2628800,2213800,1707100,1571000,1385900,1215200,1219300,1200000,896070,1193000,1397000,1676600,2339500,2339300,2141800,2340600,2520500,2071500,1924900,1691100,1350200,1101100,72829000,522100,1531900,2773500,3923900,5241300,2042900,2161200,1913400,3547200,6662200,8176500,8867400,5296000,3175600,2877500,5774900,6623900,6654100,23099000,4719000,3451300,1748400,1093600,909050,1534800,2893400,1205100,432910,535720,1657300
1929000,1873300,1678300,2668200,3372300,3932600,4457500,4073100,3472800,3289300,2692100,2507700,2122600,1635000,1473900,1247200,1013500,933260,841590,563220,645390,689520,858650,1254700,1290800,1219300,1332400,1416600,1189300,1166300,1136000,1143900,1073000,68735000,532250,1581200,2831400,3944300,5224000,2002700,2108300,1828600,3317800,6048700,7079100,7313000,4213800,2220800,1867900,2739800,3592300,4002700,16739000,4070400,3303900,1823800,1315100,1250600,2364700,5335600,2495600,1183300,1756700,5266900
1991000,1931600,1685600,2490700,3041800,3455700,3878700,3508400,3012200,2820700,2286000,2110400,1835500,1472600,1421600,1298800,1167600,1175100,1147300,840940,1083100,1221100,1444200,1998900,1985100,1804200,1952600,2076900,1678000,1538300,1339800,1038100,801080,57163000,540780,1637300,2935100,4064400,5322800,2087800,2184200,1928100,3556900,6636200,8067900,8639400,5093800,2962400,2611100,4979000,5570700,5588900,20390000,4266800,3028700,1500800,956850,783010,1241500,2398100,979680,343050,353420,847220
1957900,1901000,1686800,2611900,3262200,3770700,4260700,3881200,3318900,3133700,2559100,2380100,2038500,1600100,1490500,1314600,1133300,1105100,1053500,753430,938440,1063800,1344000,1965300,2023500,1893900,2081000,2248200,1869600,1781800,1633200,1394000,1182400,64678000,537180,1614400,2893900,4018500,5286300,2057400,2157700,1893900,3476100,6438300,7735700,8214800,4796000,2710300,2426000,3994900,5069100,5827000,23161000,4820700,3685100,1967400,1321400,1102700,1851800,3877900,1698900,684720,798330,2417700
1427500,1417100,1294100,2213100,2866900,3409300,3875100,3550300,3002200,2849000,2329200,2164100,1805400,1372700,1254000,1079300,909720,864870,795390,541430,661950,740390,889730,1250700,1238200,1121000,1185800,1223200,953300,814250,642960,435500,280950,63156000,500280,1398300,2553200,3700000,5081100,1921800,2063600,1792300,3264000,5978400,7034400,7321200,4288300,2316700,1960400,3343400,3990100,4026900,15337000,3325100,2308000,1177400,758510,603770,944200,1832100,740520,240080,249740,557800
2378700,2276900,2023100,3095000,3861000,4451200,5039100,4599700,3941600,3733200,3060800,2856200,2436800,1892900,1696500,1429300,1147700,1049600,950670,646520,731520,750980,883230,1230700,1223600,1117100,1199100,1251700,987310,890560,791830,697100,585330,74885000,557740,1724500,3054900,4143300,5345700,2077500,2155300,1873600,3400900,6208500,7296600,7550800,4335900,2303100,1922500,2906000,3611800,3723000,15270000,3557800,2693800,1466900,985150,839140,1533900,3293700,1470600,596370,803840,3042000
2060600,1995100,1844300,3139700,4092200,4878300,5585400,5160300,4396700,4225600,3505900,3321000,2801500,2156300,1930500,1656800,1393600,1357500,1318400,977030,1241200,1414900,1760600,2542900,2616800,2456200,2725500,2976300,2513500,2441400,2292200,2030100,1795900,88236000,546450,1671800,2993800,4125100,5367500,2122600,2212500,1962700,3636500,6820200,8365100,9054200,5325900,3154000,2901400,5103800,6412200,7108700,27314000,5816600,4618200,2438700,1604500,1364100,2388100,4982600,2174200,876080,1154400,4277100
1793200,1753500,1590700,2620300,3358300,3959700,4504900,4134100,3523100,3357200,2763600,2594100,2205200,1722300,1609500,1443900,1289800,1312800,1308400,988670,1322400,1550000,1886000,2657300,2678900,2460300,2690300,2900100,2409800,2286700,2053800,1656200,1343100,70887000,530470,1582100,2856300,4006400,5299300,2085500,2194300,1952600,3634900,6864200,8496500,9289500,5553600,3371300,3114400,6228100,6983800,7635400,26200000,5250400,3774000,1880500,1170900,954750,1581300,3095800,1269800,436330,499430,1353200
1728200,1692400,1583500,2809200,3709600,4466200,5119500,4733700,4012200,3854900,3191400,3007900,2496300,1877800,1646000,1368800,1105700,1032300,955620,667910,814830,895730,1064600,1484800,1474200,1340200,1436600,1506500,1197800,1069700,912040,708840,539290,83159000,521580,1523300,2748300,3880900,5195700,1995800,2113600,1845300,3372900,6213300,7389900,7762600,4549000,2515200,2158500,3827900,4343300,4487100,16941000,3697700,2664300,1338400,878510,732000,1207800,2404900,990820,367960,440660,1121400
1686100,1653800,1460600,2266400,2823000,3259600,3670400,3330000,2837600,2662300,2156900,1990200,1703000,1335400,1258800,1112800,958880,923330,858410,590650,718830,804230,994870,1432800,1454200,1347900,1458900,1539300,1264200,1184600,1060300,912070,761670,56584000,518210,1502900,2714500,3846600,5171200,1977200,2098600,1826900,3330300,6110000,7218600,7540700,4393000,2387600,2057900,3300700,4176000,4568100,17656000,3942300,2998700,1601900,1072200,928430,1631000,3443200,1481600,569810,706470,2152600
1913800,1859900,1633000,2465000,3039700,3479600,3913600,3546600,3033400,2843900,2305300,2126800,1826500,1435600,1340500,1172400,991340,939050,862780,587350,693180,732550,853190,1175100,1149300,1029400,1083300,1096300,821560,686180,539330,354260,211810,58733000,531930,1580400,2832200,3948500,5229800,2009400,2115400,1838900,3343500,6116200,7195200,7461100,4331000,2313900,1920600,3217100,3574600,3612800,14354000,3211300,2205000,1116100,717550,566010,867970,1684500,695380,240760,250990,579210
1401700,1394400,1315300,2414100,3215800,3898700,4467600,4129200,3486700,3346900,2764900,2594600,2141900,1612800,1460000,1270200,1106300,1107700,1086100,808330,1096900,1330900,1690300,2472700,2555900,2417400,2693700,2935300,2488800,2450100,2347900,2162700,1967200,74424000,501000,1407300,2577400,3740200,5123600,1966000,2109000,1859000,3439200,6442300,7861900,8523400,5125500,3055800,2827500,5699800,6453300,7290800,27039000,5681900,4679000,2451300,1681700,1469100,2718400,6074900,2766700,1211100,1602900,5814200
